user,tweet,location,date,sentiment
American,"RT @ShellyKey: How much money did Hunter Biden ""gift"" to Democrat Senators and will that cause those Senators to be recused from Impeachmen…",None,2020-01-14 16:27:58,positive
Philip E M Skinner,@Hildolfr3 @misshellcav2 @RGanley @HouseOfJames2 @Shav1962 @DigiVorr @phil_mckraken @TrumpSugar @JohnMcCain_Hero… https://t.co/Mgn8UlmKDX,Mother Earth,2020-01-14 16:27:58,neutral
Beltway Panda,"RT @EricBoehlert: oh I think Dems would accept Hunter witness in exchange for forcing Bolton, Mulvany, Giuliani to testify",DC USA,2020-01-14 16:27:59,neutral
cmi/66,RT @JoeFreedomLove: Burisma Hacked: Joe Biden Faces Potentially Damaging Document Dumps | News and Politics https://t.co/EI7UGj8zgL,None,2020-01-14 16:27:59,neutral
Dale Fuller,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…",None,2020-01-14 16:27:59,neutral
Roberto Garcia,"RT @gtconway3d: Yep.  It’s going to be gosh, it won’t be a fair trial if Trump can’t call Hunter Biden and his pet wallaby as witnesses, so…",Tucson AZ USA,2020-01-14 16:28:01,positive
Steven Cobb/#KAG,"RT @thebradfordfile: LMAO. 

This campaign ad is CRINGE.

Just like everything Biden does. https://t.co/8Q8OrYOpGh","Huntersville, NC",2020-01-14 16:28:01,positive
matthew miles goodrich,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…",nyc babyyyyyy,2020-01-14 16:28:02,neutral
$hmoney Mike🌹🌺,"RT @CPDAction: Bernie Sanders consistently had solid support among younger Black voters, with Biden holding on to Black voters 65+.

That's…","Alafaya, FL",2020-01-14 16:28:03,negative
Chris Volkernick 🧢🤝🌺🤝🔮💕,"RT @gang4610: Takeaways: 

-Another strong 5% national poll—huge sample size and it’s a good bet we’re underestimated per usual 

-Stronger…","Pompano Beach, FL",2020-01-14 16:28:04,positive
"⚖️BernieMao vs Liz ""Baby Powerfist"" Struggleface⚖️",RT @daralebrun: @Zebop @KHiveQueenB @MalcolmNance Contrast them with Warren + Bernie! Biden + Harris respect each other; both are adults. T…,"San Fernando, CA",2020-01-14 16:28:04,negative
Tassie,"RT @DudleyDidrightV: Joe Biden's campaign in a nutshell:

I never said what you have me on tape saying

I never did what the overwhelming e…","Israel,NewYork,Laguna,LA ,JayB",2020-01-14 16:28:04,positive
BLAQ MARQUEE,Republicans are now caping for Bernie. I guess Putin wants both of his puppets on stage.,"Worldwide, California Love",2020-01-14 16:28:05,positive
Metta Force,"@jvharris65 ""Mistakes made years ago"" should be title to Biden's Bio. 

Chapters:
Iraq War
Degrades Anita Hill
Eulo… https://t.co/NiteQB14ur",None,2020-01-14 16:28:06,neutral
❌Deplorable Plato 🇺🇸🗽Cult45❌,RT @gsugrad2001: FINALLY! @RandPaul is calling out @MittRomney and other GOP members for siding w/Dems on calling witnesses. Calling Hunter…,"Missouri, USA",2020-01-14 16:28:06,negative
Pawpaw Babe,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…",outside looking in,2020-01-14 16:28:06,neutral
VOTE 🌊VOTE 🌊VOTE🌊,"RT @MarshallCohen: This might be the most important news of the day. Russia could leak Burisma emails, and slip in some doctored emails, to…",None,2020-01-14 16:28:07,positive
John S. Nash,"RT @heynottheface: ""most of these voters couldn’t name any Democratic candidates beyond Joe Biden and Bernie Sanders and maybe Elizabeth Wa…",None,2020-01-14 16:28:07,positive
stop the lies,@Politics_Polls @ppppolls Biden 2020❤️🥁🥁,Illinois,2020-01-14 16:28:08,neutral
Donna DeDionisio,"@counterchekist Yes, Dems want to win!!!  I'm definitely voting for Joe Biden!",United States,2020-01-14 16:28:08,positive
Marty Rogers,@GeoffRBennett wow they really dont want Biden to win. Go Biden!,"Boston, MA native!",2020-01-14 16:28:09,positive
mikecs,"RT @counterchekist: It’s clear that tRUmp fears running against Biden in 2020. 

RIS ops in Ukraine highlight both tRUmp and the Kremlin’s…",Silicon Valley,2020-01-14 16:28:09,positive
Potato Cat,"RT @briebriejoy: Well, will you look at that!

The most diverse, working class coalition in this race is getting even more diverse. 

This…","Mission, KS",2020-01-14 16:28:09,positive
Sean is w/ Bernie 🌹 #NoWarWithIran,RT @seanlawrence_: @peterdaou @RogueSultaan I honestly don't get it... what is it going to take for Americans to realise that Biden is an e…,"Sydney, New South Wales",2020-01-14 16:28:09,positive
yanggangvote 🧢,"RT @Politics_Polls: North Carolina @ppppolls (1/10-12):
Biden 31%
Sanders 18%
Warren 15%
Bloomberg 8%
Buttigieg 6%
Yang 5%
Klobuchar 3%
Ste…",None,2020-01-14 16:28:10,neutral
Charles Snipit,"RT @MarshallCohen: This might be the most important news of the day. Russia could leak Burisma emails, and slip in some doctored emails, to…",United States,2020-01-14 16:28:10,positive
Calibernication,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…",SouthEastern USA,2020-01-14 16:28:11,neutral
ben,RT @davidsirota: These are the very clear differences between @BernieSanders and @JoeBiden that Democratic voters deserve to know about 👇,retweets are not endorsements!,2020-01-14 16:28:11,positive
America's been Duped -- History and Civics,"'#ObamaNews 
#Biden: He bragged about it!

If the prosecutor is not fired, you�re not getting the money. 

https://t.co/cfgRuIiCko
 '",OnFreedomRoad.com,2020-01-14 16:28:11,neutral
Bob ...DUDE GOTTA GO ... Berry,"manafort admitted to a vast disinfo scheme against hillary, that began in 2012.  he was working w/smear artist devi… https://t.co/2r2pANAwrw",None,2020-01-14 16:28:11,neutral
Stephen Ruderman,"RT @peterdaou: To be clear: My reference to ""centrist wing"" in the above tweet was about #Biden, #Buttigieg, and the billionaires. 

This u…","Berkeley, CA",2020-01-14 16:28:11,positive
Howard Carter ⭐️⭐️⭐️,RT @Shem_Infinite: I have an easy solution for the Senators worried about an impeachment trial interfering with their campaigns. They can r…,United States,2020-01-14 16:28:11,positive
Jeri Chilcutt 🆘,"RT @spmaloney: The next president faces a difficult task: restoring the US as a global leader &amp; bringing our country back together.

Joe Bi…","FTW, TX",2020-01-14 16:28:11,negative
Dr. Manhasset.,"RT @FaerieWhings: #ITrustBernie because he has been fighting for women for decades. #WomenForBernie

https://t.co/tEgK1k3Z78",in the mouth of Tony.,2020-01-14 16:28:12,neutral
Denise Haynes🗽🇺🇸🐘🦒🐋🌊,RT @mitchellreports: .@SenSchumer and @RepAdamSchiff both tell @Maddow they learned about Russian military hacked Burisma the Ukrainian eme…,"Brook Highland, AL",2020-01-14 16:28:12,negative
🇺🇲Michael Peters🇺🇲 Text TRUMP to 88022,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…","Slidell, LA ",2020-01-14 16:28:14,neutral
🇺🇸KEEP AMERICA GREAT 🇺🇸,@martyandchris1 @GOP @realDonaldTrump Now do Biden’s,United States,2020-01-14 16:28:15,neutral
Cynthia Schnepp,"RT @RandyRRQuaid: My Senate trial witness list:
Hunter Biden
Joe Biden
Adam Schiff
Whistleblowers 1 &amp; 2
Whistleblower lawyer Zaid
Hillary C…","Rio Medina, TX",2020-01-14 16:28:15,neutral
Thomas Jon IV,"RT @dbongino: The NY Times and Kyle, on behalf of the Biden campaign and the Democrats, are desperately searching for a new “narrative” to…",None,2020-01-14 16:28:16,negative
Michael Ross Chernick,@Teesa_Michele I hope Warren &amp; Sanders can patch things up. I do think there could be some uniting against Trump. W… https://t.co/AvXFgTdFI0,Holland PA,2020-01-14 16:28:16,neutral
Michele,RT @McFaul: More evidence that Putin fears Biden and is actively trying to help Trump. Not good. All who believe in American sovereignty sh…,Austin,2020-01-14 16:28:17,positive
Tutsi 🌹,RT @WaywardWinifred: Get on the 📞 for Bernie 😎,East LA,2020-01-14 16:28:17,neutral
Jane Flanagan,"RT @SenatorBraun: Let's cut to the chase: the idea that you would have witnesses without it being reciprocal is a joke. 

If they say they…",None,2020-01-14 16:28:17,neutral
$hmoney Mike🌹🌺,"RT @briebriejoy: Well, will you look at that!

The most diverse, working class coalition in this race is getting even more diverse. 

This…","Alafaya, FL",2020-01-14 16:28:17,positive
"CAM🍸🍸♥️♥️🌲🌲🌄🌟🌜""Let justice roll like water""","RT @CDonatac: Nuclear Option loaded:

Joe Biden open to CA Sen. Kamala Harris as 2020 running mate ~ says he’d consider Kamala Harris for “…","Astoria, Oregon",2020-01-14 16:28:17,neutral
"Hey, DJ Qualls, Just Play That Song","Let me, a Republican, explain how the Democrats can win a general election.

*Sigh* We're going to be absolutely fu… https://t.co/a7iwO5qXm1",None,2020-01-14 16:28:17,positive
Carolyn Fultz,"RT @ByronYork: Much talk about chance of Hunter Biden testimony at Senate trial. But what about the whistleblower? He started probe, create…",None,2020-01-14 16:28:17,positive
NoWarWithIran🌹,"RT @ZephyrTeachout: As a moral matter, Biden's attitude towards social security is a disaster.

As a political matter, it is insane to nomi…",None,2020-01-14 16:28:17,negative
Dana Moller,RT @openthewindow5: Make sure everyone you know is aware of this - Joe Biden has been trying to cut Social Security for 40 yrs. https://t.c…,"Fort Myers, FL",2020-01-14 16:28:18,positive
David Hart,"RT @MacBethSpeaks: Bernie Sanders is more electable than Joe Biden. Pass it on.

#ITrustBernie #TuesdayThoughts https://t.co/fX3Z0ngJ9P","Seattle, Washington",2020-01-14 16:28:18,positive
Cyril Wyche,"Did Hunter Biden use his corrupt laundered money from China and Ukraine when he bribed (I mean ""donated"" to) those… https://t.co/IVXddSoV44",None,2020-01-14 16:28:19,negative
Cat,RT @McFaul: More evidence that Putin fears Biden and is actively trying to help Trump. Not good. All who believe in American sovereignty sh…,None,2020-01-14 16:28:20,positive
War & Light,"What if the goal was to hide the corruption of the Biden’s, after all, they are actually allied with Elite Democrat… https://t.co/NRNEred9Bi",The Woodlands Texas,2020-01-14 16:28:20,neutral
Sean is w/ Bernie 🌹 #NoWarWithIran,"RT @seanlawrence_: @peterdaou @RogueSultaan To all the centrists (and possible bots) defending biden here, he is an evil ghoul and no, that…","Sydney, New South Wales",2020-01-14 16:28:21,negative
spring,"RT @gtconway3d: Yep.  It’s going to be gosh, it won’t be a fair trial if Trump can’t call Hunter Biden and his pet wallaby as witnesses, so…",None,2020-01-14 16:28:21,positive
Baba NostraAdeptus the Savage,How long has McCarthy enjoyed huffing model glue?,None,2020-01-14 16:28:22,positive
Marc C Johnson,"Pretty good ad...

Talking About | Joe Biden For President https://t.co/TnTd3cGybM via @YouTube","Oregon, USA",2020-01-14 16:28:22,positive
Calibernication,"RT @SimonNarode: @BernieSanders #receipts
Joe Biden supported the disastrous Iraq War, trade deals which cost us millions of jobs, and has…",SouthEastern USA,2020-01-14 16:28:22,negative
Jimmy Snow/ Mr. Atheist 🎃 🎩,"If #RefundWarren succeeded, Bernie loses and Biden is the nominee. That's not how you win this. Here are my detaile… https://t.co/5wWFtyqDei","Denver, CO",2020-01-14 16:28:23,positive
Andrew Marmouget. #MAGA. #KAG. Trump 2020,RT @SavingAmerica4U: @JoeBiden Simple.. Because you're a crook. Time to pay the piper Joe Biden.,Ozarks Hillbilly country,2020-01-14 16:28:23,neutral
margaritateresa 🕯🗽🇨🇺🇺🇸,RT @LewisHo67218892: New poll shows Biden leading Democratic field in Iowa https://t.co/qo9Ywvhj0z,"West Palm Beach, FL",2020-01-14 16:28:23,positive
Paul Glaser,RT @ZephyrTeachout: Sanders most trusted on economy. Ill take that to a general election!!!,"Los Angeles, CA",2020-01-14 16:28:23,positive
Sara,"RT @dbongino: The NY Times and Kyle, on behalf of the Biden campaign and the Democrats, are desperately searching for a new “narrative” to…","Maysville, KY",2020-01-14 16:28:24,negative
Melonia S.,"RT @MarshallCohen: This might be the most important news of the day. Russia could leak Burisma emails, and slip in some doctored emails, to…",Coastal America,2020-01-14 16:28:24,positive
A_Eliza,"RT @pfpicardi: Just a reminder the people who benefit from Warren vs. Sanders outrage and fighting are:

1. Joe Biden
2. Pete Buttigieg
3.…",None,2020-01-14 16:28:24,neutral
Sara,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…","Maysville, KY",2020-01-14 16:28:24,neutral
JaneEyre1967 #resist,"@spmaloney World leaders know @JoeBiden. Now when our allies have been betrayed by @GOP and are abandoning us, that… https://t.co/KezpK01Hi4",None,2020-01-14 16:28:25,neutral
James Gammell,A radical psychopathic commie working for bernie is not the wildest shock ever tbh. It's not like a politically act… https://t.co/y7h08jpC0H,None,2020-01-14 16:28:25,neutral
Neal Wentz,"RT @SKYRIDER4538: Proximity to the Clintons is dangerous.

Donald Trump’s impeachment won’t remove him from office nor will it stop his re-…",USA,2020-01-14 16:28:26,negative
Rich Berger,Would be a very smart move.,United States,2020-01-14 16:28:26,positive
Hildolfr,RT @PhilipEMSkinne1: @Hildolfr3 @misshellcav2 @RGanley @HouseOfJames2 @Shav1962 @DigiVorr @phil_mckraken @TrumpSugar @JohnMcCain_Hero @Pers…,United States,2020-01-14 16:28:26,neutral
Edis,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…","Oregon, USA",2020-01-14 16:28:26,neutral
Quis custodiet ipsos custodes? 🌹,"RT @axiomsofdomini1: https://t.co/BsKbCKWVpj
Public Policy Polling North Carolina Poll|
(Changes From October 4-6):
Biden 31(-8)
Sanders 18…","Massachusetts, USA",2020-01-14 16:28:27,neutral
♑️Crapricorn♑️,RT @RalphNader: It doesn't help the progressive cause for Bernie Sanders and Elizabeth Warren to be squabbling. The Democratic Party corpor…,psn: fuzzysock08,2020-01-14 16:28:27,neutral
🇺🇸 G*tmo Incoming🇺🇸⭐⭐⭐,"RT @paulsperry_: DEVELOPING: Gov't watchdogs raising concerns Hunter Biden's political gifts to several Senate Dems--inclg Leahy, Menendez,…",Trump Country USA,2020-01-14 16:28:27,neutral
🔥#UnionStrong 🔥#Bernie2020🔥#BernieYellsForUs🔥,"RT @TweetingYarnie: In advance of tonight’s 9PM ET CNN debate, the Bernie Sanders campaign releases a video that fact checks Joe Biden abou…",The 813 to 407,2020-01-14 16:28:28,neutral
Dana Royse,RT @KTforBiden: #NeverForget how @CNN &amp; @MSNBC helped @BernieSanders AND 45 become relevant in the last election by making pushing irreleva…,"Sherwood, OR",2020-01-14 16:28:28,positive
CalifRedHat KAG,New details on Hunter Biden’s ties to foreign entities report | One America News Network https://t.co/AVhEsFc7OJ,"California, U.S.A. ",2020-01-14 16:28:29,positive
Tim Doyle,RT @RalphNader: It doesn't help the progressive cause for Bernie Sanders and Elizabeth Warren to be squabbling. The Democratic Party corpor…,None,2020-01-14 16:28:29,neutral
Joe Maxonn,"RT @MarshallCohen: This might be the most important news of the day. Russia could leak Burisma emails, and slip in some doctored emails, to…",None,2020-01-14 16:28:31,positive
Gregory Ealey,RT @eclecticbrotha: @pinemikey I was chuckling to myself about that yesterday. Bernie planned to spend the week feeding the press negative…,World citizen,2020-01-14 16:28:32,neutral
We are the news! Text TRUMP to 88022,"RT @WarRoom2020: Rep. @MarkMeadows: Let’s do a witness exchange program: @AmbJohnBolton for @JoeBiden &amp; Hunter Biden

👉https://t.co/mJBryuf…",None,2020-01-14 16:28:33,neutral
🐝Josie 🐝,RT @Chris52217334: New dark money PAC linked to Bernie Sanders will target Pete Buttigieg &amp; Joe Biden. Is anyone surprised? Trump has nothi…,des moines,2020-01-14 16:28:33,positive
AWitchcoming™️ is inevitable,"RT @Stonekettle: Because if they can trash Biden, if there is even the slightest evidence that he was involved in even the mildest of shady…",Albuquerque,2020-01-14 16:28:33,neutral
#NoWar #BernieBeatsTrump #PolicyVoter,"RT @BethLynch2020: So, true facts, Biden's record is appallingly bad, and there honestly probably isn't one generation or demographic (othe…",Vegas  http://bit.ly/2XHBq8W,2020-01-14 16:28:34,positive
Mundhir Abdirahman,"RT @zerohedge: Sanders Surges To Top In California; Polls Show Biden Leading In Iowa, New Hampshire https://t.co/OeMfdHQWKb","Eastleigh Nairobi, Kenya",2020-01-14 16:28:34,positive
President Sanders 2020 🌹,RT @cooluser51: It’s time for a REAL healthcare system for America! Expanded and Improved Single-Payer #MedicareForAll is the only viable s…,None,2020-01-14 16:28:34,positive
🌊🇺🇸Carrie Sweet🇺🇸🌊,"RT @julianzelizer: Even if Hunter Biden testified and admitted to wrongdoing, it has nothing to do with the impeachment. The articles are a…","Michigan, USA",2020-01-14 16:28:35,neutral
VanillaCoachella 🆘️,"RT @JuliaDavisNews: Russians Hacked Burisma:

The hacking attempts against Burisma, the Ukrainian gas company on whose board Hunter Biden s…","Charlotte, NC",2020-01-14 16:28:35,neutral
Lori Bowen,"RT @CDonatac: Nuclear Option loaded:

Joe Biden open to CA Sen. Kamala Harris as 2020 running mate ~ says he’d consider Kamala Harris for “…",None,2020-01-14 16:28:35,neutral
Peepster,RT @kazweida: I’ve been thinking about this because it’s been bothering me. Why go after Hunter? Would the American public really hold Joe…,None,2020-01-14 16:28:35,positive
Mary Kincade,RT @CBiden2020: Great Must read @CBiden2020 @BidenStudentsCT @BidenWarRoom @VetsForBiden @grandoftwo @TMcGinnisCT @michael_cacace @DanArsen…,"Virginia, USA",2020-01-14 16:28:35,positive
Eric Barnes,@GOPLeader https://t.co/FT4YlpV7HI,"Elbow Park, Calgary",2020-01-14 16:28:35,neutral
C Sanders,RT @joelockhart: If Hunter Biden is called to testify so should Ivanka and Jared and Don Jr. and Eric.  If this part of the trial is about…,None,2020-01-14 16:28:36,neutral
Cletus Ray,RT @Ryan_Milliron: @RepAdamSchiff What are you nervous about? The house of cards crumbling and Biden being shown for the crook he is?,United States,2020-01-14 16:28:36,neutral
張三爺 (Mike) 🧢☂️🇹🇼🇺🇸,"RT @Politics_Polls: North Carolina @ppppolls (1/10-12):
Biden 31%
Sanders 18%
Warren 15%
Bloomberg 8%
Buttigieg 6%
Yang 5%
Klobuchar 3%
Ste…","New York, USA",2020-01-14 16:28:36,neutral
Steven Perez,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…","San Antonio, TX",2020-01-14 16:28:36,neutral
Jeremy Fassler,"Don't forget how close Kamala was with Beau Biden. For Joe Biden, family is everything. https://t.co/HJbWyURXe7","Brooklyn, NY",2020-01-14 16:28:38,neutral
#BreschTyagi2020,@unspokenbond @Residue2020 Albright probably prefers Biden or Buttigieg or Klobuchar to Warren. I have no idea what… https://t.co/t3vktLPOiP,Washyourclothes DC,2020-01-14 16:28:38,neutral
Leigh Nofp,RT @imthemadridista: @vermontgmg It appears they're shitting their pants about Biden. Now they're going to have to get the Russians to hack…,None,2020-01-14 16:28:39,neutral
sam🌍,RT @davidsirota: This is a fantastic must-read story reviewing how Biden worked to cut Social Security while Bernie fought those cuts. What…,None,2020-01-14 16:28:39,positive
Ex-Trumpsexual 🇺🇸,"Always read everything by the great Pat Buchanan, but this article is wrong because only 14% of Democrats trust Ber… https://t.co/aHclj1qzyb","Portland, OR",2020-01-14 16:28:39,positive
🇺🇸Gaielle🇨🇦 “TRUMP 2020”🎉,"RT @atensnut: Elizabeth Warren:  Now that Julian Castro is out, I’m the only Latino running.  

Andrew Yang:  Now that my friend, Cory Book…",United States,2020-01-14 16:28:41,neutral
Renny Joe Martin ⭐⭐⭐🌟,"RT @RandPaul: My colleagues can’t have it both ways. Calling for some, while blocking others. If we are going to give a platform to witness…","Texas, USA",2020-01-14 16:28:42,neutral
🌊Carlos Rodriguez Resist4USA,"RT @Stonekettle: Because if they can trash Biden, if there is even the slightest evidence that he was involved in even the mildest of shady…",Miami Florida ,2020-01-14 16:28:42,neutral
RedDawn 🇺🇸,"@kazweida My opinion, the goal was to eliminate the funding to Ukraine, the Biden investigation was just the believable excuse.","Oklahoma, USA",2020-01-14 16:28:42,positive
Sal Paradise,Whoever is writing Joe Biden’s campaign donation solicitation emails might want to change the tone because Joe is s… https://t.co/hT6aT6yde7,Middle of Trump Nightmare,2020-01-14 16:28:42,neutral
Joel Crowley,Exchange nothing.  Be savage.  Republicans should subpoena anyone they want.,AZ,2020-01-14 16:28:42,neutral
🌹 JAR JAR ABRAMS,@mspammajamma @DiamondHunter80 @rodimusprime @JoeBiden https://t.co/LatYMr0IXf,USA,2020-01-14 16:28:43,neutral
Jean Terry,"RT @oUSA_JEDIo: Joe Biden in 1996 saying if Iran attacked a USA facility it is an act of war and ANY retaliation is warranted.🤷🏼‍♂️😂🤣😂

htt…","Oregon, USA",2020-01-14 16:28:44,neutral
Rio Slade,"RT @BethLynch2020: Warren has for years shown the Left that she's untrustworthy. Today is nothing new. 

Now let's get that bitch Biden.",None,2020-01-14 16:28:44,positive
Nate Igor Smith,Also I need Warren and Sanders supporters to shut the fuck up and stop talking shit about the other candidate so we… https://t.co/e6z8xO7GWP,"Brooklyn, NY",2020-01-14 16:28:44,negative
Val    🌊The Blue Tsunami Came🌊,"RT @gtconway3d: Yep.  It’s going to be gosh, it won’t be a fair trial if Trump can’t call Hunter Biden and his pet wallaby as witnesses, so…","Pikesville, MD ",2020-01-14 16:28:45,positive
Dixieland Stand,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…",Georgia,2020-01-14 16:28:45,neutral
Lucas Diercouff,RT @davidsirota: These are the very clear differences between @BernieSanders and @JoeBiden that Democratic voters deserve to know about 👇 h…,"Austin, TX",2020-01-14 16:28:45,positive
Julia🧢 #WomenForYang GOLDEN 🐐,"RT @awzurcher: The entire New Jersey delegation had backed Cory Booker. With him now out, Biden is the first to nab an endorsement","Hershey, PA, USA, Earth",2020-01-14 16:28:45,positive
Bigmind,RT @DavidSe49373434: @JoeBiden Because of your corruption Joe Biden. https://t.co/dBjXQSw8wa,None,2020-01-14 16:28:46,neutral
Richard gibb,RT @PolandUSA: Trump should release some Biden China Ukraine transcripts and reveal that Cruz and Rand were spied on along with almost ever…,"Larkhall, Scotland",2020-01-14 16:28:46,neutral
Diane MAGA ⭐️⭐️⭐️,RT @FLBeachG8tor: @SpeakerPelosi Here are the first 8 witnesses to be subpoenaed to testify to the Senate. @realDonaldTrump @senatemajldr @…,South Carolina ,2020-01-14 16:28:46,positive
Jason Elias,@daralebrun @KHiveQueenB @MalcolmNance There’s a difference maturity level with Biden and Harris and Liz and Bernie… https://t.co/Es5kir2Zma,Maryland,2020-01-14 16:28:47,neutral
🍷🐝 Readers for Pete Buttigieg,RT @destroyurego: 👀 👀👀 Rebecca Clark of Sparks NV said she supported Biden until a blood vessel ruptured in his eye during a debate. The in…,None,2020-01-14 16:28:47,neutral
Kevin D. Grüssing (Pronounced Grew-Sing),RT @JakeSherman: There are probably zero Democrats who care what McCarthy has to say about the Democratic nominating process. https://t.co/…,❤️ @TheRealDonEast❤️,2020-01-14 16:28:47,neutral
woodspring2012,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…",None,2020-01-14 16:28:47,neutral
Jan,"RT @mchernick13: @GeoffRBennett There's no reason for Biden to do that. To be consistent why doesn't he say the same thing to Andrew Yang,…",None,2020-01-14 16:28:48,positive
MissK57,"RT @gtconway3d: Yep.  It’s going to be gosh, it won’t be a fair trial if Trump can’t call Hunter Biden and his pet wallaby as witnesses, so…","New York, USA",2020-01-14 16:28:49,positive
Vann Schaffner MD,"Hunter Biden is material witness, if witnesses are called.  Don’t trust Mittens.  #tcot #nmpol","Bernalillo, NM",2020-01-14 16:28:49,neutral
p.e. moskowitz,"RT @Politics_Polls: National @MorningConsult/@politico Poll

Trust more to handle...

Health Care:
Sanders 29
Biden 21
Warren 14
Bloomberg…",new orleans ,2020-01-14 16:28:49,positive
Corinne Marasco,"@GOPLeader has his own issues he needs to be held accountable for. No authority to lecture anyone about what ""the o… https://t.co/VysDfMJ3At","Washington, DC",2020-01-14 16:28:49,positive
Psalm_23,"RT @CHIZMAGA: Since the Democrats started the Impeachment process, two Terrorists have been killed, Booker, Beto &amp; Kamala all quit, Stock M…","Arizona, USA",2020-01-14 16:28:49,negative
TriggeredUnhingedSnowflakeLibtard,Get him @JoeBiden #Biden2020,"Owensboro, KY",2020-01-14 16:28:49,neutral
Covfefe LeMew,RT @knitvspurl: @hughhewitt @ByronYork @AmbJohnBolton @realDonaldTrump Right. But the witnesses need relevant knowledge of the impeachable…,United States,2020-01-14 16:28:50,positive
Eris,RT @Shem_Infinite: I have an easy solution for the Senators worried about an impeachment trial interfering with their campaigns. They can r…,"La Canada Flintridge, CA",2020-01-14 16:28:49,positive
Camilla van Gerbig 🔸🔶 FBPE 🕷,RT @JoyceWhiteVance: The reaction to this seems to be almost universally like mine. No one is surprised. Instead of the shock &amp; outrage eve…,None,2020-01-14 16:28:50,positive
Janet,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…",None,2020-01-14 16:28:50,neutral
JoeO,Rand Paul Says He’ll Force Vote on Hunter Biden Vote If GOP Supports Impeachment Witnesses https://t.co/RDxXyWw0no via @epochtimes,"New Hampshire, USA",2020-01-14 16:28:50,neutral
BlueRidgeRedhead,"RT @dbongino: The NY Times and Kyle, on behalf of the Biden campaign and the Democrats, are desperately searching for a new “narrative” to…","Virginia, USA",2020-01-14 16:28:50,negative
Mary🌾,"RT @NevadaElJefe: *CRINGE* Biden Camp Rolls Out ""23 Reasons Why Joe Biden!"" - 'Because He Likes Ice Cream' (VIDEO)

WTF! Yep, here's just T…",United States,2020-01-14 16:28:51,negative
Lee landers,"RT @gholland04: Financial records show Joe Biden has made $15M since leaving office. How did he do it?

#Corruption 
#Hunter 

⁦@realDonald…","Welby, CO",2020-01-14 16:28:51,neutral
Nicholas P. Embly,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…","Sacramento, California",2020-01-14 16:28:52,neutral
❌ E Deploribus Awesome ❌,"🧐 

#Expose2020 #RefundWarren #ITrustBernie 

What if #shampeachment was always meant to keep Bernie from campaigni… https://t.co/bfdm0q2Zcb",None,2020-01-14 16:28:52,neutral
Sarie Allen Booth,"RT @charliekirk11: Did you know:

Joe Biden’s niece avoids going to prison for running a $100,000 credit card scam

Democrats privilege, it…","Ohio, USA",2020-01-14 16:28:52,neutral
sue king #resist,"RT @JohnWDean: Trump no longer needs to ask if Russia is listening, they are. They are going to help him win in 2020, and he wants to win a…",None,2020-01-14 16:28:52,positive
StyleWylde🤔😫🤬,. @SenSanders I had hoped you would be smart enough to align your side with @ewarren and @amyklobuchar to go all in… https://t.co/cNuf1J3Mio,San Francisco Bay Area,2020-01-14 16:28:53,positive
Tina Slater,RT @ChrisVanHollen: Putin’s military hackers may be doing exactly what Trump wanted Ukraine to do: Dig up dirt on his political opponent to…,"Silver Spring, MD",2020-01-14 16:28:54,positive
Mari,"RT @BernieSanders: When you look at my record vs. Joe Biden's record, I just don't think that Biden's record is going to bring forth the en…",Sri Lanka,2020-01-14 16:28:55,neutral
Felix Scripps 🔥✊🏽✊🏿✊🏻✊🏾🌹🏳️‍🌈🐋🌍,"RT @FredTJoseph: Joe Biden has a staggering lead with Black voters, but with his history of anti-Blackness and weak plans for our community…","Eliot, ME",2020-01-14 16:28:55,negative
Justan 🌹🔥🏳️‍🌈🎹🖥🎨,"RT @axiomsofdomini1: Morning Consult National
Biden: 29% (-2)
Sanders 23
Warren 14% 
Bloomberg 8% (+1)
Buttigieg 8%
Yang 5% (+1)
Steyer 4%…","Seattle, WA",2020-01-14 16:28:55,neutral
