tweet,sentiment,polarity_score
RT  #Hillary's Supporters WILL BELIEVE ANYTHING SHE TELLS THEM! #HillaryLIes #ProsecuteHIllary #ImprisonHillary #tcot https:…,neutral,0.0
RT  #ThingsMoreTrustedThanHillary the Trojan Horse,neutral,0.0
RT  Hillary and Kaine believe in the 2nd Ammendment like they believe in the tooth fairy. #WhatILearnedToday ,neutral,0.0
RT  Hillary will vet refugees exactly how she vetted #AliciaMacado!  Let this sink in!  #TRUMP #MAGA #NeverHilary   ,positive,0.390625
RT  #ThingsThatDisturbMe are things like the possibility of having Clinton as my President. #HillaryForPrision,neutral,0.0
"RT  According to his father, 2 weeks before his murder #SethRich started working for Hillary Clinton",neutral,0.0
"Unlike #CrookedHillary,  is willing to go through ""hell"" to #MakeAmericaGreatAgain! ",positive,0.3125
RT  Hillary Clinton mum on Fusion GPS scandal as Dems' dossier denials pile up  ,neutral,0.0
"RT  Delta CEO on ""Hillary Bitches"" Trump-supporting passenger: ""He will never again be allowed on a Delta plane."" ",neutral,0.0
"RT  Dems Forget Epitome of ""Obstruction of Justice"" was Clinton and Lynch  #TrumpTrain #MAGA #Trump",neutral,0.0
RT  One of Clinton's campaign worries? That her bid would crowd out close friend Joe Biden: ,neutral,0.0
"So when a Hillary supporter (democrat) terrorist kills 49 gays, you blame Republicans?  #LiberalLogic ",neutral,0.0
RT  Hillary Lawyers Face Bar Sanctions Over Deletion of Clinton Emails  ,neutral,0.0
RT  ‘She Said She Was A Leader’: Liz Cheney Dismantles Lanny Davis’ Spaced-Out Attempt To Turn Hillary Into A Victim  http…,negative,-0.07500000000000001
RT  Perry Was Right About FBI Director James Comey: Clinton Foundation Connection  via... by  v…,positive,0.2857142857142857
"#politics On stage and off, Clinton-Sanders contest turns testy",neutral,0.0
RT  PAY TO PLAY POLITICS.  #CrookedHillary ,neutral,0.0
RT  HILLARY &amp; LIBERAL MSMs LOOK STUPID PLAYED LIKE A FIDDLE 🎻🎻 EVERYONE KNOWS HER CAMPAIGN STARTED BIRTHER ISSUE IN 2008 ht…,negative,-0.7999999999999999
#PodestaEmails34 just happened. Get to digging! #MAGA #draintheswamp #HillaryForPrison #TrumpForPresident,neutral,0.0
"Clinton, Trump exchange racially charged accusations  #politics",neutral,0.0
RT  Only lobbyists &amp; special interests will get richer undr Clinton. #WakeUpAmerica #TrumpPence16 #DeplorableLivesMatter https…,positive,0.17857142857142858
"RT  ""I carry 2 phones to sext. Or because I don't know how phones work. You decide.""  #HillaryPickUpLines",neutral,0.0
"RT  All you Libs who call Trump hitler and a Nazi, meet George Soros the guy funding the women's March.Hillarys backer. ",neutral,0.0
Hillary Clinton has a huge experience in foreign policy. She and Bernie speak about the same thing with different words #DemDebate,positive,0.06875000000000002
RT  Did Webb Hubble Just Inadvertently Admit to Being Chelsea Clinton’s Biological Father? ,neutral,0.0
#SometimesItsOkTo Vote for Hillary. For example if you're going to die of cancer soon and you hate every single motherfucker in this country,negative,-0.4357142857142857
Gun control debate draws voters’ attention in Mich.: Hillary Clinton and Bernie Sanders exchange fir...  #breaking,neutral,0.0
FBI to soon release documents related to Clinton email probe  #politics,neutral,0.0
"RT  . “Hillary Clinton tried to have a Russian Reset, why can’t the  administration?” #Dobbs #MAG…",neutral,0.0
"Clinton, Sanders make all-out blitz in California primary  #politics",positive,0.4
What difference does it make? #5WordHorribleIceBreaker #HillaryForPrison2016 #TCOT ,neutral,0.0
"The airplane is already big, but #LyinCrookedHillary still can't fit comfortly inside!  #NeverHillary ",positive,0.25
While     and others produce #FakeNews to try help   #DishonestMedia #CrookedHillary ,neutral,0.0
RT  Clinton would be fired for being caught having sex at work but he served out his term and is the Democrats' super surrogate…,positive,0.3333333333333333
Clinton Clarifies Remarks on Fight Against ISIS: Democratic presidential candidate Hillary Clinton said the United States h...  #politics,neutral,0.0
RT  Hillary Clinton Celebrates Trump’s Loss In Court With A Three-Character Tweet ,neutral,0.0
RT  LOL  Bernie Sanders in Ann Arbor: Clinton is 'far and away' the superior choice   ,positive,0.5333333333333333
#politics Sanders Within Striking Distance of Clinton for Ind. Primary,positive,0.45
RT  #Latest  Electoral Map (270 EV Needed):  Trump 243 Clinton 242  ,positive,0.5
RT         Hillary said as much: ,positive,0.2
Clinton slaps GOP with pro-vaccine tweet  #health,neutral,0.0
RT  #ThingsMoreTrustedThanHillary =   #ThingsMoreTrustedThanTrump =  ...everything,neutral,0.0
"RT  We eliminated Hillary from having any influence on U.S. politics, now it's time to pop the zit that is George Soros. http…",neutral,0.0
Sanders Says He Looks Forward to Meeting With Clinton  #politics,neutral,0.0
RT  If it helped Hillary it would be super undeservedly.  ,positive,0.016666666666666663
"RT  A BLIND guy stumbles into a bar &amp; says, ""Ya wanna hear a blonde joke?”  Hillary Clinton says, “Before ya tell it, you sh…",negative,-0.25
". How the hell is #CrookedHillary the ""people's president?!""  Throughout her career, she only fought for herself.",neutral,0.0
RT  Plenty of people never wanted Trump. Still don't. But keep calling them Trumpkins because they won't vote Hillary or McMulli…,neutral,0.0
Clinton campaign releases parody ad for Trump University  #politics,neutral,0.0
RT   FBI was told to exonerate Hillary no matter what they found.,neutral,0.0
RT  Hillary the Pol  via ,neutral,0.0
Teachers' union endorses Clinton's 2016 presidential bid  #politics,neutral,0.0
"RT  Hillary Clinton, lying directly to Mike Pompeo.  Pompeo : ""yes ma'am, you're not supposed to have classified email on your…",positive,0.1
"Fortifying herself with wine, at the high-dollar fundraisers, state dinners, receptions.... Bye, #Hillary! ",neutral,0.0
RT  Bill Clinton's HUD Sec Cuomo - refusing to make mortgages to people who can't pay is racist.    …,negative,-0.1
The Joe Biden-Hillary Clinton cold war  #politics,negative,-0.6
#PartyWentWrongWhen   I found my friends are Hillary's supporters. I lost all of 'em this night,neutral,0.0
RT     Megyn Kelly is a pathetic Loser just like her friend Crooked Hillary💩💩❗️,negative,-0.5
RT  in case you had any doubts as to which candidate is completely owned by Wall Street #CrookedHILLARY #ImNotWithHer https…,positive,0.1
RT  Any Clinton donor #MustBeBanned,neutral,0.0
"Server erased, Clintons lawyer writes",neutral,0.0
#politics Clinton meets with #BlackLivesMatter protesters,neutral,0.0
RT  Oprah is backing Clinton for president  via  # yeah #IAmWithHer,neutral,0.0
RT  Hillary Clinton calls for sweeping expansion of voter registration ,neutral,0.0
"Former Haitian Senate President: ""The Clintons are common thieves who should be in jail""   #gettysburg   ",negative,-0.13333333333333333
O’Malley Campaign Rips Hillary Clinton on Unaccompanied Minors  #politics,neutral,0.0
"RT  BREAKING: Newspaper that endorsed Clinton, still butthurt  ",neutral,0.0
America is under the biggest threat of terrorism.. Meanwhile Hillary plotting new attacks with her Saudi Masters! ,positive,0.17045454545454544
"""Hillary Clinton is the most dishonest candidate for POTUS since Richard Nixon.” ~  ",positive,0.1
RT   #CrookedHillary 's Campaign committing Bank Fraud to Elect a Fraud. 🐀💰💰💰💰💰  ,positive,0.8
RT  #RejectedDebateTopics anything potentially critical of Hillary Clinton. ,neutral,0.0
"Trump, Clinton press closer to general election showdown  #news",positive,0.05000000000000002
RT  Rewind: When Hillary Threw the 'Vast Right-Wing Conspiracy' Grenade ,neutral,0.0
Why do evangelicals prefer Donald Trump to Hillary Clinton? ,neutral,0.0
RT  #ZombieHillary is trending. Amazing ,positive,0.6000000000000001
Why won't  #Maddow &amp;  report the fact that Hillary stole $6Billion in donations made to the Haitians???? ,neutral,0.0
You want to know what white privilege is? Look at the Clinton family starting with Chelsea Clinton. #IndictHillary ,neutral,0.0
"""Hillary haven't just made money off rich people; they've also figured out how to make money off the poorest of the poor"" ~  ",negative,-0.012500000000000011
"RT  On the brightside, if hillary does get the presidency, she'll be sitting at the same desk Monica squatted under.",neutral,0.0
RT  Donna Brazile finally admits she shared debate questions with Clinton campaign  ,neutral,0.0
RT  The Who’s Roger Daltry says a “Dead Dog” Could have Beaten Hillary Clinton ,negative,-0.2
  Hillary and Obama for prison!,neutral,0.0
RT  Monmouth U poll echoes NBC/WSJ. Big Clinton lead  Clinton 50 Trump 38,neutral,0.0
"RT  LOCK HER UP—Gregg Jarrett:  ""Hillary Can Now Be Charged W/ 13 Crimes ⚖️ —Racketeering Anti-Corruption, Espionage ETC h…",neutral,0.0
RT  Credit Oregon with Hillary Clinton's Plan to Expand Voting Rights via #bloomberg ,neutral,0.0
"Clinton, Trump trade insults  #politics",neutral,0.0
"RT  Okay, let's see. At a rate of gaining one per day, Hillary will have caught up to Trump in 63 years.  She's almost ther…",positive,0.5
RT  Vote Fraud in Michigan: Votes in heavily pro-Clinton areas counted twice..  ,negative,-0.2
#ThingsMoreTrustedThanHillary Amazon,neutral,0.0
RT  What The Hillary Camp Did ONE Day After Benghazi Hearing Has Been Exposed- Prepare To Be LIVID  via…,neutral,0.0
RT  #Hillary #Clinton crucified Bill's #rape #victims discredit &amp; destroy #women who reported Bill's sexual assaults  #HRC defendd…,positive,0.15
"RT  ""Hillary Clinton's loss is Hillary Clinton's fault""  ",neutral,0.0
"RT  Megyn Kelly is Supporting Hillary Clinton for President, Civil War at Fox News #MeganKelly   ",positive,0.25
RT   1 count that he did hundreds of times.  He won't go to jail.  He's Hillary's buddy.,negative,-0.1
#Clinton memo: Pressed about the ‘deplorables’ comment? Accuse the media of a double standard. ,neutral,0.0
"OBAMA,HILLARY,THE DEMOCOMMIES ALWAYS HIT ON COMMON SENSE GUN LAWS.WANT TO RESTRICT IT TO ONLY THE ELITIST AND SPECIAL ONES.JUST LIKE NAZIS!",positive,0.04880952380952382
RT  Corrupt #FBIDirector Comey admitted Hillary was guilty and didn't prosecute. He should have been fired a long time ago. #Than…,negative,-0.35000000000000003
RT  #Trump says he doesn’t see how #Hillary can run a credible campaign after comments she made about his supporters. https…,positive,0.4
This is why I don't watch TV #CNN #Hillary ,neutral,0.0
This is huge! Pro-Clinton group Fusion GPS  was reportedly behind Russian dossier on Trump. ,positive,0.03333333333333336
"RT  #HillaryPickUpLines Hey I just met you, this is crazy but want to know what's crazier? I cried Lewinsky scandal was right wing…",negative,-0.15714285714285714
RT  Who else is DONE being manipulated? -VJ #HillarysHealth ,neutral,0.0
"As Trump makes unprecedented gains with African-American voters, Team Hillary decides on extreme makeover ",positive,0.2375
RT  Wasserman Schultz: Hillary Using 'Her Overwhelming Popularity' to 'Advance the Dialogue' ,positive,0.5
"Email woes persisting, Clinton camp reassures backers  #politics",neutral,0.0
RT  This is the most fun Crooked Hillary is going to have because the next batch of Wikileak Emails are on its way,positive,0.2
#HillaryPickUpLines Which Hillary do you want? I can be anyone,neutral,0.0
RT  #ThingsMoreTrustedThanHillary Michael Moore with the doughnuts! ( one please) ,neutral,0.0
"RT  BREAKING NEWS: Clinton campaign, DNC paid for research that led to Russia dossier ",neutral,0.0
"RT  . ""performed"" is right. Hillary recited memorized flash cards to a passable level and Trump acted less insane than…",negative,-0.29365079365079366
GOP and their anti-Trump BS are pushing voters towards Hillary. Every vote against Trump = the vote 4 Clinton! #W4G ,neutral,0.0
RT  Shady With a Chance of Concussion  #HillaryChildrensBooks,negative,-0.25
"RT  6 piles of stories as prep for the Aftershow at  8pm EDt - Hillary, Trump, Obamacare, Education, D…",neutral,0.0
RT  #WhyIWouldMakeAGreatPresident I'm not Hillary and I'm not Jeb. Enough? ,neutral,0.0
RT  ‘#Trump a loose cannon &amp; #Clinton beating the war drums against #Russia’ –  [VIDEO] #ElectionDay #GreenPartyUS…,negative,-0.07692307692307693
Happy National Don't Vote for Hillary day #Trump2k16 #TrumpForPresident,positive,0.8
RT  Trump and Clinton #ThingsThatShouldBeCensored,neutral,0.0
RT  Defund Hillary Clinton Planned Parenthood Baby Chop Shop:  - #DefundPP American Thinker  https:/…,neutral,0.0
RT  SERIOUSLY!! After that farce of an investigation into Hillary I didn’t think lying to the FBI was a big deal anymore. Dir…,negative,-0.3069444444444444
RT  Hillary's Erratic Seizures Should Give Voters Pause - Watch This Video!  #NeverHillary #VoteTru…,negative,-0.0625
RT  Peaceful Loving Liberal Hillary Supporters Make 4000 Threats To This Elector Daily #TuesdayMotivation #MAGA #ElectionTampering…,positive,0.2833333333333333
Hillary Clinton weighs in on Iran letter. . .again  #politics,neutral,0.0
"RT  ICYMI: Hillary Clinton to Fundraise with “Anti-Christ” (No, not Obama a different one) ",neutral,0.0
RT  Trump-Clinton Election Campaign to Get #HBO Miniseries Treatment  via  ,neutral,0.0
#politics Hillary Clinton says she doesn't like carrying 2 phones,neutral,0.0
No more corrupt politicians. Clintons must be the first to jail next to Obama #RiggedSystem ,negative,-0.12
Obama was an unknown one could hang their hopes on. Hillary is too well known to have hope.   ,negative,-0.1
Hillary chained #MakeAMovieHillary,neutral,0.0
Trump quietly helped this marine left by Obama &amp; Hillary to rot in Mexican prison for 214 Days! #Trump2016  #Vets ,neutral,0.0
RT  My Contribution To #MuslimAwarenessMonth  Here's A LOOK At Our Future W Hillary👉 Muslims Firebomb Bus In Paris ,neutral,0.0
RT  Clinton Foundation refiles tax returns ,neutral,0.0
RT  ‘It’s Bad’: Clinton Campaign Chatters About Hillary’s Relationship With Al Gore  #WikiLeaks #Podest…,negative,-0.6999999999999998
RT  #Bombshell New Details Destroy #Republican Hopes In #FBI #Clinton #Email Investigation ,negative,-0.03181818181818183
"RT  After Sanders folds in SC &amp; FBI wraps up Hillary's criminal case, the Dems won't have a viable candidate. (Bloomberg?)",negative,-0.4
RT  List of Islamist Nations Who Gave Hillary $143 million in August Alone is Unreal   ,neutral,0.0
RT  Take your wife and get out of our country #ReleaseClintonsMedicalRecords ,neutral,0.0
#HillarySoQualifed that every corrupt 'journalist' supports her. ,negative,-0.5
AP count: Clinton has delegates to win Democratic nomination  #politics,positive,0.8
"RT  JUST BECAUSE HILLARY DIES DOESN'T MEAN SHE STILL CAN'T VOTE FOR HERSELF ... I MEAN, SHE IS A DEMOCRAT. :/",negative,-0.2916666666666667
RT  DON'T TRUST POLLS  Hillary listened to polls  #Trump listened to PEOPLE  Who's President?   #MAGA…,neutral,0.0
RT  Hillary’s Veterans Health Hypocrisy! #SinglePayerSunday #MedicareForAll #JillNotHill  via ,neutral,0.0
"Clinton calls IS killings of Christians, Yazidis ‘genocide’  #news",neutral,0.0
GOP says Clinton dividing Americans over voting rights  #politics,neutral,0.0
#TopNews Democrat raps Benghazi panel on Clinton aide questioning,neutral,0.0
"RT  When the left says Putin ""rigged"" the election they mean that incriminating facts about Hillary's corruption were provide…",negative,-0.15625
WikiLeaks #DNCLeaks confirms something we all know: system is totally rigged! #NeverHillary ,neutral,0.0
RT  Gang debate. Glenn McCoy cartoon #TCOT #LNYHBT #TGDN #OhHillNo #NEVERhillary #MAGA #TRUMP #TrumpPence16 ,neutral,0.0
"RT  #HillaryPickUpLines if you're  a lady,and you're name isn't  Monica  , I'm down for what you want",negative,-0.15555555555555559
RT  So basically Comey confirmed today that  1. Hillary did plenty that they let her go for 2. Huma has no sense 3. Russia d…,positive,0.4
"#HillaryPickUpLines I think you know, that there are a lot of blow jobs in the Oval Office",neutral,0.0
Hillary: 'It’s pretty clear that it's time to move on.' Me: 'It's pretty clear that it's time to pay for #Benghazi' ,positive,0.17500000000000002
RT  1. Here is my response to Chelsea Clinton's statement about her father's sexual misdeeds,positive,0.5
RT  . CROOKED HILLARY'S PLAN IS IMPORT MUSLIMS FROM FRENLY PLACES LIKE SOMALIA (BLACK HAWK DOWN) INTO UR SCH…,negative,-0.10740740740740741
RT  😱😱😱😱😱😱 WHAT A DEPLORABLE THING TO SAY HITLERY!!! #BasketOfDeplorables #WakeUpAmerica #NeverHillary ,negative,-1.0
RT  “Major violation of Campaign Finance Laws and Money Laundering – where is our Justice Department?” HILLARY CLINTON AGAIN NO…,positive,0.0625
RT  #HillaryChildrensBooks Black Like Me! ,negative,-0.20833333333333331
RT  Missing Clinton emails likely to raise new questions  #politics,negative,-0.02121212121212122
You had the biggest fraud ever in #CrookedHillary running and you guys treated her with kid gloves ,neutral,0.0
#politics Employees at company working with Clinton email server expressed concerns,neutral,0.0
RT  #ThingsMoreTrustedThanHillary A quadriplegic tattoo artist,neutral,0.0
RT  Cancer Of Corruption: Hillary’s Latest Speech - #crookedhillary #hillary2016,positive,0.5
RT  #ThingsMoreTrustedThanHillary Kim Jong Un,neutral,0.0
Clinton Aide Joel Benenson: Trump’s Unconventionality Has Had Media Off Guard  #politics,neutral,0.0
"RT  Hillary greeted by SOBBING fans spurs online weeping, but grownups had an entirely different reaction ",neutral,0.0
"RT  Crooked Hillary Clinton now blames everybody but herself, refuses to say she was a terrible candidate. Hits Facebook &amp;…",negative,-0.5
RT  #ThingsMoreTrustedThanHillary O.J. Simpson with a gun,neutral,0.0
Clinton Keeps Up Lead in NY: Poll  #politics,neutral,0.0
"RT  Hillary intel advisor: No collusion between Trump, Russia ",neutral,0.0
RT  Report: Comey Will Be Offered $10M for Trump-Clinton Tell-All Book | Fox News Insider ,neutral,0.0
Clinton police charge alleged Craigslist truck thief  #news,negative,-0.1
"RT  We can confirm Ecuador cut off Assange's internet access Saturday, 5pm GMT, shortly after publication of Clinton's Goldman S…",neutral,0.0
Immigrant raids divide Obama from Democrats and Clinton  #Texas,neutral,0.0
RT  CLINTON WELFARE: Chelsea Handed Job on Expedia Board on Silver Platter | American Update ,neutral,0.0
RT  There's something quite telling about a Grand Wizard endorsing Clinton if true: real recognize real where white supremacy is…,positive,0.25
"RT  #HillaryPickUpLines     ""Wanna come back to my place, &amp; rub fossil fuels all over my body?""",neutral,0.0
"Clinton backs Planned Parenthood, hails battle flag removal  #politics",neutral,0.0
You mean your with her to hell?  #LyinCrookedHillary #NeverHillary #TrumpPence2016 ,negative,-0.3125
John Bolton: Hillary's a Threat to USA Security. Can't Protect Her Own Emails Much Less USA  ,positive,0.21666666666666667
"Hillary rally in Coconut Creek is just pathetic..   Her supporters have no energy, zero!  #TrumpAHorrorMovie ",negative,-1.0
RT  Fake news by Alt-Left MSM squares w/ their fake polling data on Hillary's big win!   #USA🇺🇸https…,neutral,0.0
Should we beware of politicians that makeup symbols to represent themselves? #Hillary2016 #Obama   ,neutral,0.0
#ThingsMoreTrustedThanHillary Donald Trump therapist,neutral,0.0
"FACT CHECK: Trump, Clinton and their final debate claims ",neutral,0.0
RT  Hillary Clinton: Donald Trump’s Veterans Press Conference ‘Disgraceful’ - Breitbart ,neutral,0.0
Kill Bill #MakeAMovieHillary ,neutral,0.0
Criminal inquiry into handling of Clinton emails requested  #entertainment,negative,-0.4
RT  I am aware of many Republicans who have endorsed Clinton. Can't name one Democrat who has done the same for Trump.   #Elec…,positive,0.25
Funny that Hillary said big powerful use govt to their advantageafter Sanders said he used the government to his advantage #DemDebate,positive,0.18333333333333335
RT  .  yes I'm sure  Hillary Clinton ALWAYS keeps Pepper Spray 4 those Super Predators that need 2…,positive,0.41666666666666663
"RT  #JamesComey: nobody tells us what to do  Except when Loretta Lynch said to call the Hillary Clinton investigation ""a matte…",neutral,0.0
RT  One thing she won't sleep through...#ValiumHillary ,neutral,0.0
"RT  Hillary, your flying monkeys cannot save you now. Drop out for America's sake. #PodestaEmails28 ",neutral,0.0
RT  Rick Perry hits back at Hillary Clinton over voter ID via #Washingtimes ,neutral,0.0
Choosing between Hillary and Bernie is an easy choice 4 me.  ,positive,0.43333333333333335
RT if you think Hillary must publish her medical record #Trump ,neutral,0.0
RT  Hillary Clinton Would Be The Ultimate Special Interest Candidate  via ,positive,0.17857142857142858
RT  ROUND UP THE DEPLORABLES  #BasketOfDeplorables #CrookedHillary  #MAGA #NeverHillary #AmericaFirst  #ImWithYou ,negative,-0.2
"RT  The most terrifying line of the night: ""Hillary wants to put Barack Obama on the Supreme Court"" -Rubio. #GOPDebate",negative,-0.09999999999999999
"#news #Chicago Former President Bill Clinton To Attend Inauguration For Mayor Emanuel, Aldermen",neutral,0.0
The Incredible Hillk #MakeAMovieHillary ,positive,0.9
Clinton campaign raises $28M; Sanders trails at $24M  #politics,neutral,0.0
"Obamas, Clintons set to join Joe Biden at son's funeral  #politics",neutral,0.0
RT  Hillary demands answers &amp; Democrats call foul as FBI reopens email investigation -    via ,neutral,0.0
RT  #IfHillaryBecomesPresident uncle Phill would be a happy bunny ,positive,0.8
#CrookedHillary has more security on her book tour than she provided to our diplomats in #Benghazi! ,positive,0.625
"RT  💥Flashback: Bill Clinton Calling #Obamacare ""The craziest healthcare system in the world"".  Sometimes he is right.. htt…",positive,0.2857142857142857
RT  FEC Complaint Accuses Clinton Campaign of Illegally Coordinating With David Brock Super PAC #crookedhillary #imwith… htt…,negative,-0.15555555555555559
#AddHillaryToAnything little party never killed nobody ,negative,-0.04375
RT  Andrea Mitchell Hits Clinton for Election Excuses: What About ‘Failing to Have a Better Message?’ ,positive,0.5
7 ways Trump and Republicans will take out Clinton ,neutral,0.0
RT  Pollster: Clinton leads in 5 battleground states  ,neutral,0.0
Top Obama backer says he'll support Clinton  #politics,positive,0.5
"Donald Trump: ""The Clintons are criminals, remember that... Honestly, she should be locked up.""  #FlashbackFriday #TrumpTrain ",positive,0.6
Real Women have presidency #MakeAMovieHillary,positive,0.2
Trump on Clinton's guards: 'Take their guns away'  #politics |  ,neutral,0.0
"Poll: Clinton leads in Florida, faces trust questions #2016Election",neutral,0.0
"Clinton: No troops in Syria, even if attack on US soil  #politics",neutral,0.0
RT  #INeedALawyerBecause Hillary stole all my lame excuses ,negative,-0.5
12 years a slave #MakeAMovieHillary ,neutral,0.0
RT  #Obama running against #Hillary in 2008 sharply pointing out she was strongly aligned with a failed #NAFTA. ,negative,-0.0638888888888889
RT  Hillary wants no fly zone? Why she not make it on her face? ,negative,-0.1
"Police spray man with over 140 bullets in Clinton, North Carolina WARNING: VIOLENT CONTENT #BTP #CopsLoveToKill ",negative,-0.8
#politics Clinton to pitch spending $350B on infrastructure on Sunday,neutral,0.0
RT  Crooked Horrible Hillary &amp; Her Phony Dossier   via  #MAGA  #Tru…,negative,-0.5
Foke Hillary Clinton scores decisive win against Donald Trump in first snap polls  #Foke,positive,0.525
". ""Americans are tired of the #Clintons; tired of what they do, what they say."" ",negative,-0.4
"RT  To borrow a phrase from Clinton, Trump has started a national conversation on European history.  ",neutral,0.0
RT  #ThingsMoreTrustedThanHillary Trump's plan for arming Saudi Arabia with nuclear weapons?,neutral,0.0
RT  Clinton &amp; Trump voters unwittingly choose oligarchy over democracy. Bernie warned them. Their ignorance will hurt all Americ…,neutral,0.0
RT  #BREAKING: Protestors outside of DNC are about to try to make a citizens arrest of Hillary Clinton.  No this isn't a joke.,negative,-0.025
"RT  If they bring charges against Hillary, the #antifa thugs will burn down liberal democrat cities.  #schadenfreude",negative,-0.15555555555555559
RT    hillary we have clips or jack trapper with Blumenthal and you in 2008 talking about birth of Obama,neutral,0.0
RT  Hillary: “I'm not even a human being”  ,neutral,0.0
Trump Advisor: Clinton Treasonous  #politics,neutral,0.0
RT  #IfHillaryBecomesPresident i can finally send a dick pick to a President,neutral,0.0
RT  ABC Guest Reveals: George Stephanopoulos and Hillary Clinton Related? ,neutral,0.0
RT  CNN's Jake Tapper Edits out Hillary Clinton's 'Bombings' Remark ,neutral,0.0
Clinton and Sanders spar over immigration in Univision debate  #politics,neutral,0.0
RT  Clinton logic. #BringBernieBack ,neutral,0.0
"RT  Clinton World: Criticism of Bill ""mind-boggling""  ",positive,0.5
Hillary is the first candidate in American history to be labeled a threat by American troops. ,positive,0.08333333333333333
Hillary Clinton to tackle Obamacare  #health,neutral,0.0
 It's a fight. #HillaryForPrison2016 #TrumpForPresident ,neutral,0.0
RT  What is #Trumps  greatest accomplishments to date: 1️⃣Saving the Supreme Court 2️⃣He's not Hillary Clinton 3️⃣D…,positive,1.0
"Flashback to 2008:  Michelle Obama slams Hillary as ""Unfit for the White House""    #Debate ",neutral,0.0
"f you post a #Podestaemails35 link, tag it with a pro-Hillary tag so #CorruptHillary voters will see it too. #TrumpForPresident",neutral,0.0
#politics Hillary Clinton unveils tech agenda,neutral,0.0
#Hillary “We’re going to put a lot of coal miners and coal companies out of business.” !?!  ,neutral,0.0
#politics Bill Clinton urges Muslim leaders ‘to do more’,positive,0.5
RT  No shit! Now that it’s ALL out in the open easy to say! #Clinton ally Gillibrand says Bill should've resigned over #Le…,positive,0.22222222222222224
"RT  America, Obama &amp; Hillary are LYING to us about Muslims. Watch this video by a Muslim woman for the real numbers. ",positive,0.2
RT  Larry Sanders slams #Clinton campaign for treatment of his brother #BernieSanders #DNC to lose voters ,neutral,0.0
RT  Here's what's going to happen in the next 10 seconds...  Hillary's bus will stop and dump human waste all over the place  #WhatI…,negative,-0.06666666666666667
#politics Walker jabs Clintons over foundation claims,neutral,0.0
"RT  WeeksMostReadColumn-The most crucial, least-discussed campaign issue for #Trump and #Clinton (Not what you'd think)  https:/…",positive,0.25
"#DemnDebate Most Indiana, Michigan superdelegates support Clinton",positive,0.5
"RT  Saw 2 stickers on a car today. ""Ready for Hillary"" and ""I 💙 Obamacare"" might be the dumbest person with a drivers licens…",positive,0.2
"RT  Oh, you tiresome pedo rapist, just lie down and be quiet. #ClintonSlimeFamily  ",negative,-0.21851851851851853
RT  Hillary as gangster &amp; head of a crime syndicate? You heard it here first ,positive,0.25
#politics Public Advocate Letitia James endorses Hillary Clinton's run,neutral,0.0
RT  Hillary Forbids Young Supporters From Talking To The Press – BB4SP ,positive,0.1
"RT   Yep! Comey has been a Clinton crony for a long time, as evidenced by this letter he wrote endorsing Eric…",negative,-0.05
I'd rather wait in line in the rain and vote trump than have Hillary #Hillary4Prison #TrumpForPresident,neutral,0.0
Zombie foundation #MakeAMovieHillary,neutral,0.0
Best cartoon so far #HillarysBigAnnouncement  ,positive,0.55
RT  Hillary Clinton 'couldn't recall' answers to FBI questions about secret server because of CONCUSSION #tcot  #p2 ,negative,-0.4
Turns out Clinton Foundation aids are just countries who just bought their way out of the terror list #PodestaEmails6 ,neutral,0.0
RT  I love watching  discuss Clinton scandals as a professional journalist. Really neat. ,positive,0.26666666666666666
RT  Thats why they should #LockHerUp. #Hillary taking donations in any form has #Corruption written all over it. Super Pacs the…,positive,0.3333333333333333
#LyinCrookedHillary wants to bring in 550% more Syrian refugees in our country.  We can't let it happen!  #NeverHillary,positive,0.4125
RT  This guy just endorsed Clinton. ,neutral,0.0
Waiting for the day when Wikileaks proves that Hillary Clinton managed a massive pedophile ring in Washington DC ,positive,0.15
RT  Clinton’s 2002 Senate vote to authorize an invasion of Iraq was the first big crack in her bond with the Dem base. https:/…,negative,-0.18333333333333335
Judge orders Hillary Clinton to answer questions and #WheresHillary started trending on twitter Considence? ,neutral,0.0
RT  The Nuclear Code Computer process says NO... that's not how it works #Hillary  #DEBATES #WIKILEAKS #SethRich ,neutral,0.0
RT  Pneumonia? Maybe. Maybe not. #Hillary is a proven liar. It's no longer a conspiracy theory if it actually happens. htt…,neutral,0.0
"Vladimir, why are you always so gloomy?' #WhatClintonWrites",neutral,0.0
RT  HIDING HILLARY: ALL THE WAYS SHE AVOIDS THE PRESS.  #tcot #pjnet #p2 ,neutral,0.0
RT  #ThingsMoreTrustedThanHillary Single motherhood. You can't screw up what's already been screwed once,negative,-0.07142857142857142
"RT  Hillary Clinton just slammed Donald Trump's finances: ""All his books seem to end at Chapter 11"" ",neutral,0.0
"Debate Takeaways: Gloves come off between Clinton, Sanders  #politics",neutral,0.0
"Hillary, Bill Clinton have earned $25 million in speaking fees since last year  #news",neutral,0.0
#politics Clinton's stubborn 75% chance finally dips following email revelations,neutral,0.0
RT  #HillaryClinton put this nation at risk by purposely disobeying the State Dept and lying about it. She should be in ja…,neutral,0.0
"RT  Clinton wins by 0.01%, Trump claims rigging, starts riot. #TrumpsFavoriteHeadline",positive,0.3
"I endorsed Hillary for a good reason I don't want to die from ""natural causes"" ",positive,0.39999999999999997
