tweet,sentiment,polarity_score
RT  I Repeat:  7 of the 9 Supreme Court Justices agree with President Trump's travel ban.  #MondayMotivation #SCOTUS,neutral,0.0
RT  I TOLD YOU ALL ! ! ! 😀 😉 👅 👍   #HillaryEmails #Trump #MAGA Huma Abedin Anthony Weiner ,neutral,0.0
"RT  Mr, #PresidentTrump   Please put in Position a Great🇺🇸Patriot  4 the Next #FBIDirector👍 #IStan…",neutral,0.0
RT  Let Van Jones Explain How Mass Incarceration Led Directly to Trump’s Win ,positive,0.45
"RT  TONIGHT ""BOTTLE PARTY"" vetsclubflint  COME PARTY WITH SO-FLINT FOR HIS BIRTHDAY  #TRUMPPENCE… ",neutral,0.0
RT  Jimmy Carter: The U.S. Is an “Oligarchy With Unlimited Political Bribery”   #resist #resistTrump #feel…,neutral,0.0
#local #news Montgomery: Protesters at  Trump rally charged,neutral,0.0
Pick a future for America! RT for #Trump2016! #MAGA ,neutral,0.0
RT  Repeal of Obama 'Social Security Gun Ban' Heads to Trump's Desk ,positive,0.03333333333333333
The Latest: Cruz on what might may Trump hair 'stand on end'  #politics,positive,0.5
RT  Here's What Infuriates The Establishment &amp; Media About Trump. Rush Explains 👉They Didn't Make Him &amp; Cant Destoy Him  http…,neutral,0.0
RT  #MAGA! Trump drone strike OBLITERATES Al Qaeda terror tyrant who killed US military personnel! ,negative,-0.1625
"RT  Being judged on ""hotness"" by C-I-C Trump.  #ArmyWomenProblems",neutral,0.0
"RT  ANGRY HISPANIC, George Lopez -- Tiger Woods &amp; Trump  'Just a Couple of White Dudes Playin Golf' (VIDEO)  ",negative,-0.25
RT  Immigrants Greet New Trump Rules With Protest And Worry : NPR #HeretoStay #nobannowall   ,positive,0.13636363636363635
RT  Mike Pence: ‘I don’t understand’ why Michelle Obama denounced Trump’s ‘sexually predatory behavior’  h…,positive,0.5
"RT  Donald Trump's take on the Bible, church and more   WAKE UP!",positive,0.625
RT  Leaked Trump order suggests he’s planning to deport refugees who may use welfare services. - Vox ,neutral,0.0
RT  I am happy Harris doesn't support Trump. But he still enables white supremacy w his islamophobia. Next. ,positive,0.26666666666666666
"CNN deletes, retracts story linking Trump and Russia  ",neutral,0.0
RT  Wiretap issued to determine collusion w/ Russian govt. Trump's taxes might show his business dealings w/ Russia. Therefor…,neutral,0.0
"Lying media and Rubio ad are telling that Trump's supporters are uneducated. Well, look at #NVcaucus results ",neutral,0.0
"Hillary's #climateofhate:  ""F—k this flag"": Anti-Trump protester antagonizes vet daughter outside DC hotel opening  ",neutral,0.0
"President Obama's brother, Malik Obama, says he plans to vote for Donald Trump in November. ",neutral,0.0
"Stoking Fears, Trump Defied Bureaucracy to Advance Immigration Agenda ",neutral,0.0
RT  Prominent economist defends Trump on trade  ,positive,0.5
RT  Watch Ken Burns' anti-Trump speech at Stanford:  ,neutral,0.0
"Trump displays steak, water, wine to defend business record  #politics",neutral,0.0
RT  Sooner or later we all sit down to a banquet of consequences.   #WomenForTrump #WednesdayWisdom #GodWins ,negative,-0.07777777777777779
Trump will not block ex-FBI chief Comey's testimony: White House ,neutral,0.0
RT  Election analyst flips 11 states toward Democrats due to Trump  ,negative,-0.125
#TrumpBecause he’s not afraid of telling the truth ,positive,0.3
RT  Watching this hurricane of Leftist hysteria I wish I could vote for Trump again right now!  #MuslimBan #StopPresidentBannon,positive,0.15357142857142855
"RT  Wisconsin #Recount Day6  Trump 880,796  (53.2%) Clinton 775,887 (46.8%)  #ElectionDay Trump 1,404,440 (50.4%) Clinton 1…",neutral,0.0
For ten whole minutes the world was at peace when Trump's Twitter account was gone..,positive,0.1
"Trump: ""You cannot obtain legal status...by illegally entering our country"" #TrumpAZ ",negative,-0.15
RT  'Trump must hang': Fresno State vows to 'review' professor's comments. Colleges are sick. #tcot #ccot #gop #maga https:/…,negative,-0.7142857142857143
"RT  News post: ""Ras Baraka, Sanctuary City Mayor: Trump Trying To Make Us ‘Fugitive Slave Catchers’…"" ",neutral,0.0
RT  'KARMA' GOT KRISTOL --&gt; #NeverTrump Bill Kristol OUT as Editor-in-Chief of the FAILING “Weekly Standard” Magazine ,neutral,0.0
Donald Trump wouldn't send 1.7 billion to a country with nuclear capabilities that supports terrorism. #KenBoneFacts ,neutral,0.0
RT  #NeverTrumpers DO YOU REALLY UNDERSTAND THAT THE ONLY ALTERNATIVE TO #TRIUMP IS THE MOST CORRUPT FEMALE IN THE USA? http…,positive,0.039999999999999994
"As Trump, Cruz face off over wives, National Enquirer claims Cruz had 5 extramarital affairs  #local #news",neutral,0.0
Patrici89635327 POTUS How about some Duct tape!😂🤣😂 for the #looneyleft and #FakeNewsMedia need it!😂🤣😂🤣 #TrumpArmy… ,neutral,0.0
"Donald Trump was the golden ticket for the Democratic party to steal the presidency, so why did they choose cyanide for the nomination?",positive,0.3
RT  White House Staff to Boycott Correspondents Dinner in 'Solidarity' With President Trump ,neutral,0.0
"RT  If you're voting for Trump this November, Retweet this tweet, follow everyone who retweets, let's spread the message!#Make…",neutral,0.0
RT  The media has been signalling to crazies that Trump is illegitimate for months. This was entirely predictable. Blood on t…,negative,-0.2
"For Trump: Kinder words for immigrants, one new Cabinet pick  ",positive,0.13636363636363635
RT  #SCHUMER Is lying about Trump saying he won't build wall so as to encourage more illegals to come &amp; get into DACA. BUT  WALL…,positive,0.5
RT gibbon_phillip: GirlTrumps AnthonyImperat3 KazmierskiR timelyrepairs realrickwood MarisDesoto Krlmrxst sdarkwah… ,neutral,0.0
"RT  #TrumpStrong Ya right, After  ~~&gt; #SorosRiots &amp; #HillaryRiots don't think U assfucks R getting anywhere near the White…",positive,0.19285714285714284
"RT  Hillary Clinton Reportedly Considering Launch of Liberal TV Show. What an IDIOT! Haha ""Bad Judgement"" -Donald Trump  h…",negative,-0.5
"RT  Hillary attempts a snarky dig at President Trump over 9th Circuit ruling, and it couldn’t have gone worse ",negative,-0.4
"RT  VIDEO : Fabio ""Cali is a MESS Because of Liberal Policies""  #maga #trumptrain #trump2016",negative,-0.175
Love for walls trumps hate #DemConvention #DNCConvention #DemsInPhilly #DNCinPHL #FeelTheBern ,negative,-0.15000000000000002
"RT  REALITY CHECK FOR NEVERTRUMP: Not only will President Trump complete his first term, he will be re-elected in a landslide…",positive,0.11666666666666665
RT  #SurvivalGuideToThanksgiving don't mention Trump. Ever,neutral,0.0
Trump turns fire on GOP as well as Democrats  #politics,neutral,0.0
"#BlackLivesMatter is the powerful movement. Trump is a narcissistic xenophobe who gambles, loses",neutral,0.0
RT  Retired Female Marine Breaks Down Why Trump Won The White House [VIDEO]  ,negative,-0.051851851851851864
"RT  Cubans Vote Trump–Obama Bans Cubans-Pretty Simple,Now if We Can Get Mexicans to do The Same DEMs Will Push To Deport htt…",neutral,0.0
'Broken by #US power machine': #Trump’s 100 days prove his maverick image was fake    ,negative,-0.45
"RT  Cool,  is shaming Melania, who is beautiful and has every right to do what she wants with her body.  Trump was ri…",positive,0.42142857142857143
"Trump visits Mexico border, claims Hispanics love him  #news",positive,0.5
"At 100 days in, Trump seems both outsider and insider  ",neutral,0.0
RT  #Breaking News: NY Times Just Revealed Trump’s UK Wiretap Claim Came From RUSSIA ,neutral,0.0
GOP health-care bill: Some Republicans move to yes under pressure from House leaders and Trump ,neutral,0.0
RT  Netanyahu praises 'great change' in US foreign policy under Trump  via ,positive,0.3375
"Once longshots, Trump and Sanders win in NH  #politics",positive,0.8
Trump’s approval ratings are higher than the media is telling you  #MakeAmericaGreatAgain ,positive,0.25
RT  #2017SurvivalTips Be part of #TheResistance and fight #trumpism in every possible way. Give the orange bastard NOTHING f…,neutral,0.0
#anche BOOM! New Poll Shows Republicans Agree With Trump’s Charlottesville Response  #aamy ,positive,0.13636363636363635
RT  Rarely seen photo of Barack &amp; Michelle Obama with their first born child ! #MAGA  #TrumpTrain  #GoldenGlobe ,positive,0.30625
"RT  THAT'S OUR PRESIDENT!  Trump Stops Motorcade , Gets Out to Thank Supporters at Mar-A-Lago Rally! #MAGA ",neutral,0.0
RT  POTUS said if the MSM is going to hold him accountable. Trump plans on holding MSM accountable. -  Sean Spicer #Pressco…,neutral,0.0
RT  Retweeted Righteousindignation (  ALL TRUMP SUPPORTERS: PLEASE watch Colin on YouTube and buy his... ,neutral,0.0
RT  #IStartCryingWhen I think of all the sacrifices made by Donald Trump over the years.,neutral,0.0
RT  Antifa Thugs Pepper-sprays Woman at Trump rally in California ,neutral,0.0
RT  Trump's effort to end era where US is 'hacked by everybody' - NBC2 News  #Hacked #HackedBY,neutral,0.0
RT  10 millon illegal voters. Obama illegal wiretaps. RINOs. Nevertrump. Donald Trump still prevailed.  It is God's will.  #Obama…,negative,-0.5
"RT  #POTUSLastTweet  ""Sorry I failed all of you at the last minute by not having Trump investigated and allowing America's…",negative,-0.3333333333333333
Clinton and Trump React to Tragedy in Dallas  #politics,neutral,0.0
#SDF demands #Trump support to defeat #ISIS in #Syria   ,neutral,0.0
"#IAmSickenedBy how People can vote for #Trump ?   Trump , the next great President ?",positive,0.4
Trump Denies Involvement in Enquirer Story Alleging Cruz Affairs  #politics,neutral,0.0
RT  #NYC crowd marches against election of #DonaldTrump   #Trump #TrumpPresident,neutral,0.0
"RT  Trump doesn't just live in these people's head, he has built a tower. They say his name more than Hillary's.",positive,0.3181818181818182
State lawmakers hit Trump for 'unsubstantiated' Air Force One tweet  ,neutral,0.0
Trump calls Otto Warmbier's treatment by North Korea 'disgrace' ,neutral,0.0
RT  #ChristmasAftermath damage control week after calling Trump's voters stupid when I wasn't drunk yet ,negative,-0.6499999999999999
RT  Trump-loving GOP lawmaker introduces bills that would help his liquor business and erase boat debt ,neutral,0.0
RT  Fiat Chrysler smacks down Trump’s boasts: President-elect not involved in company’s job creation ,negative,-0.15555555555555559
"RT  US Attorney Preet Bharara Refuses To Resign, ""Will Make Trump Fire Him"" ",neutral,0.0
RT  BREAKING: REP. DEVIN NUNES CONFIRMS PRESIDENT- ELECT TRUMP WAS SURVEILLED BETWEEN ELECTION DAY AND INAUGURATION DAY ,positive,0.8
Trump to sell attack planes to Nigeria for Boko Haram fight ,neutral,0.0
"President Trump arrives in Nashville for Hermitage visit, rally  ",neutral,0.0
Donald Trump made a rare retail campaign stop in Manchester. Didn't end well.  #Muslims ,positive,0.3
Trump weighs mobilizing Nat Guard for immigration roundups  ,neutral,0.0
"RT  Trump was asked what he would do about the military's epidemic of rape....yup, the guy who hired Roger Ailes for his campai…",negative,-0.1
"RT  Trump orders flags at properties to be flown at half staff for Chattanooga, blasts Obama's ""disgraceful omission"" ",negative,-0.16666666666666666
"RT  VIDEO : Hannity ""How STUPID Does James Comey Think We All Are?""  #maga #trumptrain #trump2016",negative,-0.7999999999999999
"RT  When Trump says ""I was reading"", I picture him in front of a fire, his tiny finger moving under each word as Bannon lo…",neutral,0.0
'Saturday Night Live': Baldwin's Trump Gets Nervous  ,positive,0.13636363636363635
Jobs?  Banning coal miners will take away the majority of our jobs!  #TrumpPence2016 ,neutral,0.0
Trump defends wiretapping claims in joint conference with Merkel  ,neutral,0.0
How banking elites are NOT involved in #Election2016  #TrumpPence16 ,neutral,0.0
RT  Trump Shows Appreciation for First Responders Who Braved 'Amazing' Flames After Atlanta's Highway Collapse   ,positive,0.42500000000000004
RT  UPDATE: Trump repeatedly interrupted by protesters shouting #BlackLivesMatter,neutral,0.0
RT  Trump’s Bloodless Coup Against America’s Enemies From Within...  ,neutral,0.0
Attorney General Jeff Sessions talks about Trump administration policies  ,positive,0.05000000000000002
"RT  MAJOR problems though, folks. Less than 6 months into presidency Trump won't even call it islamic terror &amp; is always p…",negative,-0.05208333333333333
#GOP candidates try to stand out in #SouthCarolina.  Trump remains unchallenged as frontrunner ,neutral,0.0
"RT  Tell Diamond and Silk Trump is a racist, but step back a few paces first.  They may hurt you. ",positive,0.016666666666666663
RT  BREAKING: WARRANT JUST ISSUED FOR HILLARY CLINTON’S TOP AIDE HUMA ABEDINS EMAILS #TrumpStrong #MAGA3X #draintheswamp https:…,positive,0.5
RT  Donald Trump is our best and only chance to make America great again. #Trump2016 ,positive,0.6
RT  On  with  in a moment to talk about Trump's new ban on transgender service members in the military.,positive,0.018181818181818174
"RT  Trump Sells Out 8,000 Seat Florida Arena; Scalpers Sell Tickets for $200 a Pop  ",neutral,0.0
RT  ⚡️ “Over one million sign petition to block Trump state visit to UK”  ,neutral,0.0
Donald Trump by Donald Trump,neutral,0.0
Trump agrees to debate Sanders but sets stiff price  #politics,negative,-0.21428571428571427
RT  #PresidentTrump No Longer Safe At The White House   #SecurityThreats  #SecretService  #CrazyLeftists   ✅,positive,0.25
RT  Experts acknowledge there is greater likelihood Trump could pull off a shocker  ,positive,0.5
RT  Let's turn the page on this Fake Russian &amp; Chinese News. And concentrate on the inaugural of our 45th POTUS 🇺🇸 #MAGA #TrumpT…,negative,-0.16666666666666666
RT     OMG. It really is the never trump pp. I have 👇🏽KRISTOL tweets.  ,positive,0.2
‘Alarmed’ UW professors call Trump a threat to U.S. values  ,neutral,0.0
RT  Donald Trump’s Impeachment Will Come From Members Of His Own Party [Report] ,positive,0.6
"Trump Offers to ""Destroy"" State Senator's Career  ",negative,-0.05
RT   told Trump to institute national Muslim surveillance like NYPD's which was illegal &amp; counter-productive https:/…,negative,-0.5
RT  Trending now:   - Ahmad Khan Rahami - #UN4RefugeesMigrants - Trump to Hitler  Liberalism is a mental disorder ,negative,-0.1
5 things to know about latest GOP Iowa polls (and where Trump stands),positive,0.5
"RT  At this afternoon's gathering with reporters in the Roosevelt Room, Trump welcomed  with, ""She's more famo…",positive,0.5
#TrumpBecause Trump represents success #Trump2016 🐒💩,positive,0.3
RT  Holy smokes. Australian journalist provides one of the most brutal takedowns of Trump I've heard in a while. 👏🏽 https:…,negative,-0.125
"RT  Snoop Dogg Nephew ‘Bow Wow’ Threatens to Enslave, Pimp Out First Lady Melania Trump  ",positive,0.175
RT  'Trump Celebrates American Manufacturing Survey Showing Highest Level of Optimism in 20 Years' ➡️,neutral,0.0
Clinton jabs Trump in first major post-election speech  ,positive,0.15625
RT  CNN's homepage literally entirely about #TrumpPressConference. Doesn't even mention ISIS attack in Pakistan today like BBC does…,neutral,0.0
"RT  IS RUSSIA REALLY AN ENEMY, SEN. MCCAIN? Pat Buchanan advises Trump to sound out Moscow, tune out 'the Beltway hawk… https…",positive,0.30000000000000004
RT  ‘Meet the Press’ will finally make Trump at least show up in person to get free airtime  ,positive,0.03333333333333335
RT  Trump Screams ‘FAKE NEWS’ Over His Tax Returns And Gets CREAMED By Twitter (TWEETS)  ,negative,-0.5
Miami Dolphins players kneel during national anthem Trump meltdown in 3.2.1... ,neutral,0.0
"RT  This is a huge change of tack for  Chaffetz, who is about as hardcore a Trump lackey as there is on Capitol…",positive,0.4000000000000001
#ImVotingBecause #TrumpPence16  is 100 times better for our country than Hillary ever WAS.  #TrumpForPresident,positive,0.5
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 President Trump will make America great again! #AmericaFirst #MakeAmericaGreatAgain #MAGA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 ,positive,1.0
"The people who live in Flint and voted for Trump, because ""what do you have to lose"" must ask themselves ""what have they gate""",positive,0.13636363636363635
"RT  “I am honored to accept the opportunity to serve our country in the Trump administration."" Dr. Ben Carson ",neutral,0.0
"I remember the time, the time that we had, I remember the wig, that used to make you mad #TrumpenASong",negative,-0.625
RT  Trump's hair.  Already a hot mess. #ThingsNotToMicrowave,positive,0.037500000000000006
RT  IS RUSSIA BLACKMAILING #DonaldTrump?  DEMAND AN INDEPENDENT BIPARTISAN COMMISSION!  Senate 866-985-2543  House 866-948…,neutral,0.0
"RT  When Spicer, with a straight face, claimed Trump prioritized women's empowerment during the campaign, why didn't a reporter…",positive,0.2
RT  MSM mum on About Melania Trump -Family of ill boy in Rome learns of donor heart after Melania Trump’s visit miracle ht…,negative,-0.5
"Trump surges, warns of 'riots' if convention tries to deny him; Missouri recounts possible  #StLouis",negative,-0.05
RT  Donald Trump Victory Celebration Montage | We Are The Champions I love this i missed it somehow! just discovered  https…,positive,0.625
"RT  I voted today but these polling places are going to be insane. By James Comey announcing this, Trump supporters will be out i…",negative,-1.0
"""He wasn't wearing one of those those hats was he?"" says Trump at rally  #politics",neutral,0.0
RT  Media silent on Trump calling in help to solve Chicago murder crisis  Maybe it's because Trump is fixing a problem Democ…,neutral,0.0
RT     Poll: Trump leads Clinton by 2 nationally ,neutral,0.0
"Candidates invoke Trump's name, God in Alabama Senate race  ",neutral,0.0
RT   I wish that Trump would bring out the National Guard. This is beyond absurd.,negative,-0.5
RT  Trump Jr. jokes about overweight people on radio show  #Paris #France #News,neutral,0.0
"RT  Phony Trump Dossier Firm Launches NEW FIGHT to Protect Their ""Source""  via ",negative,-0.03181818181818183
RT  ‘Bad Hombres’ Takes On A New Meaning As Trump Seeks To Deport Dreamers (VIDEO)  ,negative,-0.28181818181818175
🇺🇸 ⚡️⚡️#CincoDeMayo2017⚡️⚡️ ⚡️⚡️#IfYouVoteForTrumpcare⚡️⚡️ ⚡️⚡️#LivePD⚡️⚡️ ⚡️⚡️#SecureOurBorders⚡️⚡️ ⚡️⚡️#SenWarrensIndianName⚡️⚡️ 🇺🇸#MAGA🇺🇸 ,neutral,0.0
RT  Comey was in on the plan. &amp; Trump's ego is so intense. ,positive,0.2
"RT  If true, then yes, we are at war with #fascism. The #GOP and #Trump #illegitimate government must be disobeyed and destroy…",positive,0.35
RT  Bill Clinton trolls Trump: 'We just learned that the Clinton Center has been bugged' #TCOT #WakeUpAmerica ,negative,-0.1
Iowa poll: Trump builds on lead over Cruz  #politics,neutral,0.0
"RT  ""Cenk Uygur: Nice Job Donald Trump With Carrier; Democrats, You Should Be Embarrassed!"" #mustread #feedly ",positive,0.75
RT  Poll: Trump ends first 100 days with lowest approval rating of any president in history of poll  https:…,positive,0.25
RT  White House Leakers Torment #Trump Behind the Scenes: “A Very Dangerous Thing For This Country” ,negative,-0.39333333333333337
RT  Appeals court says probe into Clinton emails was not sufficient; invites Trump’s AG to revive scandal ,neutral,0.0
RT  Trump today on Mosul: ,neutral,0.0
Trump is +14 in New Hampshire! ,positive,0.17045454545454544
New York Times spokesman on #DonaldTrump wanting apology after mocking reporter ,positive,0.13636363636363635
Jemele Hill. Suspended.  Rose McGowan. Suspended.  Trump keeps spewing hate Notice a Silencing women pattern here? I do,negative,-0.10000000000000003
RT  . Trump wants to UNCONSTITUTIONALLY replace Obamacare. LIBERAL. Stay out of my health care!  ,positive,0.25
Trump Taj Mahal closes after 26 years; 5th casino casualty  #news,neutral,0.0
#politics Greenman: Donald Trump looks small in battle with GOP foes,negative,-0.25
Trump: I'm building a movement,neutral,0.0
RT  The Donald J. Trump Armada.   #MAGA🇺🇸 ,neutral,0.0
Barack Obama claims that Donald Trump can't be the next president bc he's a clown And clowns can't rule the country ,neutral,0.0
RT  Second presidential #debate:  Follow  for live updates #TrumpVsClinton  ,positive,0.06818181818181818
RT  A small airbrush to tan his penis #PresentsTrumpGot,negative,-0.25
Trump rejects Romney's ironic tax attack  #politics,positive,0.2
RT  You know what'd be crazy?  If GOPs been taking $ for their campaigns from Russians.  New #TrumpLeaks 2pm🔥🇺🇸  Fund us:,negative,-0.2318181818181818
"Obama eliminates post-9/11 registry for foreigners, making it harder for Trump to rest...  ",negative,-0.1
"RT  Donald Trump’s day so far:  - Says he’s “like, really smart” - Says he’s a “stable genius” - Everyone is laughing at him…",positive,0.15714285714285714
"#politics Trump says he’ll kick El Chapo’s a--, calls FBI after threat",neutral,0.0
RT sneezerweez: ItsBrendaBanks N_AmerSolutions CathyRobertsonF SAHCalifornia AlwaysActions Veteran4Trump BarbMuenc… ,neutral,0.0
Anti-Trump Republican Evan McMullin to launch independent bid for presidency ,neutral,0.0
RT  #IdRunForPresidentIf i didnt have to actually work. Donald Trump,neutral,0.0
"RT  Crowd in Poland chants 'Donald Trump' after POTUS declares ""The West will never, ever be broken. Our values will prevail.""…",negative,-0.4
Gen. Kelly Says Trump's Call to Widow Was Respectful - The Political Insider ,positive,0.25
"#TopNews Trump, Biden attend same Pennsylvania college graduation",neutral,0.0
RT sneezerweez: ItsBrendaBanks N_AmerSolutions CathyRobertsonF SAHCalifornia AlwaysActions Veteran4Trump BarbMuenc… ,neutral,0.0
RT  President Trump fires FBI Director Comey!  YES!!  #MAGA   ,neutral,0.0
Trump's son met Russian lawyer after promise of information on Clinton: NY Times ,neutral,0.0
RT  TIME’s new cover: Inside Donald Trump's White House chaos  ,positive,0.06818181818181818
RT  Chants of ‘Lock him up!’ greet Donald Trump when he returns to New York  ,positive,0.13636363636363635
RT  A journalist worth knowing. Meet  the former British MP who scooped US media on #Trump's #Russian ties https:/…,positive,0.075
Watch &amp; spread the word of this amazing independently thinking young lady 👉 'Have you voted yet? Get out &amp; vote Trump'‼️ ,positive,0.23333333333333336
Baltimore City Council Takes Action Against President-Elect Trump  ,positive,0.1
Trump gets backlash for slamming TV anchor popular with GOP  #politics,positive,0.6
Trump supporter sprayed in the face during UC Berkeley riots! PLEASE RETWEET and if you know him contact  #MiloYiannopoulos #Milo ,neutral,0.0
RT  Top conservative twitter account  has been suspended! Twitter continues to censor Trump Supporters! ,positive,0.78125
RT  Mensch says FISA warrant on Trump. Obama's DNI says no. Trump is using her assertion. So Ds who believe her now on Tru…,neutral,0.0
RT  . and  discuss the impact the mainstream media had in empowering Donald Trump #AMJoy ,neutral,0.0
"RT  BREAKING: Democrats boycott Senate Finance Committee meeting on Trump's picks for Health, Treasury; demand more information.",positive,0.5
#VoterFraud in Pennsylvania. Stop it! REPORT VOTER FRAUD: 888 486 8102 (Being Patriotic hotline) or 855 976 1200 (Trump Lawyer Team) ,neutral,0.0
RT  Fuck trump and fuck his supporters too 😂😂 These words are FACTS. I want it to become VIRAL! BOOST!!! #NoTrump ,negative,-0.68828125
RT  INVESTIGATE OBAMA! Plea to Expose Obama's Treasonous Acts GOES VIRAL  #maga #trumptrain #trump2016,neutral,0.0
RT  How big a pool table will fit in the oval office   #ProbableTrumpsTweets,positive,0.2
"RT  London Mayor: ""I'm not going to respond to a tweet from Donald Trump Jr, I've been doing more important things"" ",positive,0.45
 Pundits keep saying that Trump doesn't have support of American blacks but here is the TRUTH! ,neutral,0.0
"On more than a third of the days since Nov. 8, Trump has mentioned the election results ",positive,0.25
RT  That story and President Trump's media problem on The No Spin News.  Check it out on ,neutral,0.0
Donald Trump joins David Duke as only candidates 'disendorsed' by USA Today ,neutral,0.0
RT  Included on the Dictators edition of Top Trumps. #PresentsTrumpGot ,positive,0.5
Trump greets American charity worker freed from Cairo in the Oval Office  ,neutral,0.0
Protesters take to streets after Trump rally in California  #politics,neutral,0.0
RT  ⚡ REPORT: At least 50 Trump electors are illegitimate &amp; should not have voted— We need a Senator to object tomorrow 👆htt…,negative,-0.3
#politics Trump: Bush should speak English in the US,neutral,0.0
Trump belittles accusers as more turn up with sordid stories  #news,positive,0.5
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 President Trump will make America great again! #AmericaFirst #MakeAmericaGreatAgain #MAGA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 ,positive,1.0
RT  GOP Ldrs Need to Talk with Him: McCain in Germany says  in 'disarray' |  #MAGA #TrumpTrain #Amer…,neutral,0.0
Trump travel ban on hold after appeals court rejection  ,neutral,0.0
RT   💥OH MY!! reading this tweet wearing TRUMP TANK T shirt 😇😇😉 FAV if u want  ,neutral,0.0
"RT  The witch  says Trump Foundation a fraud? Woman, #CleanYourOwn house FIRST before you criticize. https:…",positive,0.25
Congress doesn't want to touch Trump's budget with a 10-foot pole ,neutral,0.0
"Donald Trump to continue making news, policy via Twitter, spokesman says  ",neutral,0.0
"RT  To give you an idea how Trump's press conference went, afterwards, the press corps demanded a safe space.",positive,0.5
RT  Exactly my thinking. Apply it to new visas...done and done.  Wonder if Trump is mad at Bannon for making him look like a…,negative,-0.07954545454545454
"RT  Is there a ""Plan B"" to keep Obama in office or hand it to Hillary if Trump wins?  Some think so... ",positive,0.3
RT  Trump Just Revealed What He’ll Be Doing During The W.H. Correspondents’ Dinner  ,neutral,0.0
RT  Trump's hair smells like R. Kelly's sheets. #GoldenShowerGate #PeeGate,neutral,0.0
Doc to ESPYs: Lauren Hill's courage trumps Cait Jenner's  #sports,neutral,0.0
You protesters think  will make change.  It will never happen. #PresidentTrump will make real change and #MAGA! #NeverHillary ,positive,0.25
"Couldn't go to the fucking gym because of tim kaine, #Trump2K16 #TrumpForPresident",negative,-0.6
"RT  Oh shit, Evelyn Farkas was working for Hillary when she was involved with the political spying on Trump camp and leaks…",negative,-0.1
RT  Donald Trump orders flags to be flown at half-staff on properties to honor 5 service members killed in Chattanooga: ,negative,-0.2
"A week into the job, Trump labels media 'the opposition'  ",neutral,0.0
RT  Wolf Blitzer Lied on #FakeNews  Said Trump Dossier Paid for By Republicans to Cover Up for Hillary Clinton https:…,neutral,0.0
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 President Trump will make America great again! #AmericaFirst #MakeAmericaGreatAgain #MAGA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 ,positive,1.0
"RT    ignorance is your roll call, get over it. Trump is the PRESIDENT grow up you are embarrassing the U…",neutral,0.0
RT  #Trump2016 I will Defend It #NYprimary #CTprimary #DEprimary #MDprimary #PAprimary #INprimary #CAPrimary #WAPrimary https:/…,neutral,0.0
Trump to travel to Scotland for golf course opening ,neutral,0.0
"RT  #ProbableTrumpsTweets time to feed the hair-mouse , hygiene is important.",positive,0.4
President Trump says he'd be 'honored' to meet with North Korean dictator ,neutral,0.0
"RT  ""Spicer: There’s More Evidence CNN Colluded With Clinton Than Trump With Russia"" #mustread #feedly ",positive,0.5
RT  Thousands of students carry protests against Trump into second week  ,neutral,0.0
America will have its #Changexit on Tuesday Nov. 8 #ClintonXit #VoteTrump and #MAGA  #TrumpForPresident ,neutral,0.0
RT  Glad he cancelled on this. Took away their power and now everyone is bailing b/c hey there's no #Trump to roast! https:…,positive,0.625
"RT  Priebus out, DHS Kelly in.  Awesome. #TrustTrump #Winning",positive,0.75
Trump University Says Fraud Case Can’t Be Tried Without Witness  #politics,neutral,0.0
Trump rips Fiorina's looks: 'That face! Would anyone vote for that?'  #business,neutral,0.0
RT  Juvenile confesses to throwing object at Trump's motorcade   #closernation ,negative,-0.25
RT  #Trump Has A New TV Ad: #Trump2016 #TrumpTrain #GOP #TCOT #VETS #VETERANS #Women4Trump #Hispanics4Trump #greta #CNN ht…,positive,0.13636363636363635
"RT  Trump: Clinton 'Divides People Into Baskets As Though They Were Objects, Not Human Beings'  https:/…",neutral,0.0
RT  ‘Strengthen &amp; expand’ – Trump calls for greater US nuclear capabilities ,positive,0.5
RT  Trump &amp; the Tea Party openly feuding on twitter. ,neutral,0.0
#politics Donald Trump claims vaccinations are linked to autism,neutral,0.0
"RT  I don't care if you like him or not, these #ProbableTrumpsTweets are hilarious.",positive,0.5
"Donald Trump's position on immigration, border wall backed by his Ohio supporters, BW ...  ",neutral,0.0
RT  We could be talking about Planned Parenthood or the crappy Iran deal. But thankfully True Con Trump is here to talk about P…,positive,0.35
RT  #PresentsTrumpGot a brain in the box,neutral,0.0
