user,tweet,location,date,sentiment
✝️💖 Trin1ty 💖✝️,RT @MissILmom: And Now it Begins...Crazy VS Crazier! Turning on Their own. Eating each other Alive! Sit back...Get your Popcorn...Feet up..…,None,2020-01-14 15:40:22,positive
David Pristash,Transparent Woke Maneuver – Flailing Warren Plays Gender Card Against Surging Sanders… https://t.co/9dL0EGWWDn https://t.co/bP58J7TRPx,Cleveland Ohio,2020-01-14 15:40:22,neutral
Rollo Tomassi,"RT @dreverettpiper: It’s official: Elizabeth Warren announces she’s really a man, because a woman cannot win the White House  https://t.co/…","Reno, Nevada",2020-01-14 15:40:23,positive
Nicola Melloni,"#bernie is rolling (no surprise, then, that is attacked by #warren).",Toronto,2020-01-14 15:40:23,neutral
Dave Quast 🇺🇸,"RT @Wonderbitch82: Tulsa Gabbard aaid she had a meeting with Bernie Sanders  as well.

I guess we now know who made her get up on that deba…",UES of Los Angeles,2020-01-14 15:40:23,neutral
Xander the New,"RT @gaywonk: As we enter the “Bernie vs Warren” stage of the primary, please remember:

Corporate media (1) does not give a shit about you…","Evergreen Park, IL",2020-01-14 15:40:24,positive
andy ☭,RT @virgiltexas: I completely agree. We should all come together and reject Elizabeth Warren’s dishonest and divisive attacks. https://t.co…,"ATL, GA (creek/mvskoke land)",2020-01-14 15:40:24,negative
A Nashville Red 🌹🚩,RT @rubycramer: Washington Post account of the meeting via @AnnieLinskey @WaPoSean has Warren bringing up the question directly https://t.c…,None,2020-01-14 15:40:25,positive
"Paul ""Grifty"" Walker 🚮","RT @ComradeStars: Uhhhhhh Warren is the one who made the claim she could not prove while there is direct evidence proving her wrong???

We…",a less horrible future,2020-01-14 15:40:26,negative
Catherine #KeepCorbyn,"RT @shaunking: Wow. 

Just spoke to a source who told me that Elizabeth Warren admittedly ""embellished"" the words of @BernieSanders to her…",UK,2020-01-14 15:40:26,positive
ShellshockPrime,"RT @TonyBeast1957: Here’s Bernie saying a woman could be president back in 1988, when Elizabeth Warren was still a republican.","Bronx, NY",2020-01-14 15:40:26,neutral
Thomas Paine 🆘️,"RT @Chess_1967: Warren and Sanders are competing for the Democratic nomination, and point for point, right down the line, they agree on dam…",New York,2020-01-14 15:40:26,positive
DAN E. WON 🌹🌺🌻 (A YEAR 2020 RUSSIAN ASSET!🎆),"RT @MeetMckayla: Sanders urged Warren to enter the race in 2016 as a left counterbalance to Clinton. She declined, which is why Bernie ente…",NEW JERSEY,2020-01-14 15:40:28,neutral
Linda Lee,"RT @AnthemRespect: Joe Biden surges in the polls - with over 72% of the terrorist vote.

Bernie Sanders and Elizabeth Warren both cry foul…",Atlanta,2020-01-14 15:40:28,neutral
Betsy Spangles,RT @BarnOwlTrust: This is one of the only Barn Owl sites in London and it is now under threat from development! This area also supports man…,uk,2020-01-14 15:40:29,neutral
Zack Ford,"RT @susanematthews: Young voters are for Bernie, older voters are for Mayor Pete, LGBTQ voters are for Warren, black voters are for Biden.…","Washington, DC",2020-01-14 15:40:29,positive
Lawrence❔🔥,"RT @wassmrs: I keep seeing comments that Warren needs to respond to allegations made about the meeting with Bernie. She has!
#RefundWarren…","Yonkers, NY",2020-01-14 15:40:29,neutral
Thomas Paine 🆘️,"RT @Chess_1967: Trump and his crew of criminals, sycophants, and power-whores are the enemy. 

If we can't stay focused on that, if we're c…",New York,2020-01-14 15:40:29,neutral
Donna J  ⭐⭐⭐,RT @pvtjokerus: Does anyone with an IQ above a plankton believe this?,PA  USA,2020-01-14 15:40:30,neutral
Mimi💕Trumpster💕🇺🇸🇺🇸🇺🇸,"RT @ScottPresler: Right now, #RefundWarren is trending because Elizabeth Warren 

confirmed that Bernie Sanders said he didn’t think a woma…","Gainesville, FL",2020-01-14 15:40:30,positive
El Capitan 🇺🇸,"RT @jakebrowatzke: Tom Steyer and Amy Klobuchar, both under 4% in NEWEST national poll get to debate tomorrow. Andrew Yang at 5% doesn't. I…",NYC / CT / USA,2020-01-14 15:40:30,neutral
DAN E. WON 🌹🌺🌻 (A YEAR 2020 RUSSIAN ASSET!🎆),"RT @MaxBlumenthal: Why did Warren wait two years to deploy this desperate attack, until the night before a debate, and with her campaign st…",NEW JERSEY,2020-01-14 15:40:30,negative
"Skip MacKenna, PMP 🧢",RT @tbear4yang: It’s working. But you better believe Bernie has way more numbers canvassing in Iowa as we speak. We are more passionate and…,"Columbia, SC",2020-01-14 15:40:30,positive
☠✧J.O.K.A.✧🆘,"@BernieSanders @cceanv Bernie, you need to explain to the people that the reports of you saying a women can't win i… https://t.co/PVA5vmmujp",None,2020-01-14 15:40:30,positive
Schrödinger's Snowflake,"RT @youngamericano: BREAKING: Rachel Dolezal to endorse Elizabeth Warren, says ‘we women of color need to stick together.’ https://t.co/D0w…","New York, NY",2020-01-14 15:40:30,neutral
Zak Hudak,RT @rubycramer: Washington Post account of the meeting via @AnnieLinskey @WaPoSean has Warren bringing up the question directly https://t.c…,"New York, NY",2020-01-14 15:40:31,positive
Dorothy Montgomery,"RT @jtLOL: Also, the guy she wants to replace shouldn't do stuff without Congress https://t.co/N69s20fYkC",None,2020-01-14 15:40:31,positive
Alexandra Pauline,RT @SamAdlerBell: Lightly sourced and denied by Sanders. The liberal media desperately wants these candidates and their campaigns to fight…,NEW YORK CITY BABY!,2020-01-14 15:40:31,positive
Leigh Nofp,RT @ProudResister: Elizabeth Warren announces the endorsements of over 40 current or former Iowa Republicans and Trump voters who are backi…,None,2020-01-14 15:40:31,neutral
DonD,"RT @HyperionTwitch: @CNBC I paid off my loans without Elizabeth Warren or Congress.

You know. Like an adult! 🙂 https://t.co/tzjniulYMd","Nevada, USA",2020-01-14 15:40:31,positive
MyrtleSaysImpeachThis🖕,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…","Jackson, MO USA",2020-01-14 15:40:32,neutral
Every crying billionaire is a policy success,"RT @mehdirhasan: So tonight’s Democratic presidential debate - the last before Iowa! - is gonna be all about Warren vs Sanders, instead of…","California, USA",2020-01-14 15:40:32,neutral
Mary McLane,"RT @MattGertz: News that broke yesterday:

Russian intelligence is hacking to help Trump's re-election

Trump planning to divert $7.2 billi…",NM,2020-01-14 15:40:32,neutral
Nurseforlife,RT @RabbiJill: It is disingenuous for Bernie supporters to be leading an attack on Warren for her supposed attack on Sanders (which is what…,None,2020-01-14 15:40:32,neutral
ExtremelyStableGenius #Warren2020,"RT @Chess_1967: Warren and Sanders are competing for the Democratic nomination, and point for point, right down the line, they agree on dam…",United States,2020-01-14 15:40:33,positive
Thinking Politely 🤔,RT @RadioFreeTom: I have changed my mind and will not support a Democrat unless I get a pony,Oregon Coast & BC Coast Canada,2020-01-14 15:40:33,neutral
Shahryar,@terising @shaunking @BernieSanders @washingtonpost Where did he say he wouldn't? All Bernie supporters would vote… https://t.co/pq2N5L5mau,"Maryland, USA",2020-01-14 15:40:33,neutral
charo bolanos,"RT @finneyk: Let’s be clear - Hillary DID win by 3million votes; you can thank the roughly 70k people who either didn’t vote, voted for Jil…","Miami, FL",2020-01-14 15:40:33,positive
🇺🇸🌹(𝔻𝔼𝕄𝕆ℂℝ𝔸𝕋𝕀ℂ//𝕊𝕆ℂ𝕀𝔸𝕃𝕀𝕊𝕋)🌹🇺🇸,"RT @EmmaVigeland: .@ewarren and @BernieSanders need to squash this by tomorrow night’s debate.

I think Warren’s in the wrong. But more imp…",None,2020-01-14 15:40:33,neutral
Pete Za,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…","Key West, FL",2020-01-14 15:40:33,neutral
Progressive_Joe 🌹,RT @briebriejoy: @ddayen Warren isn’t canceling student debt. She’s canceling “some” student debt. It’s important to get this right so borr…,"Fort Worth, TX",2020-01-14 15:40:33,positive
katelovingshenk 🕊🐾🐘 #WeAreTheSquad,"RT @BespokeHoover: if Elizabeth Warren didn’t want step on a bunch of rakes, she shouldn’t have hired the Rake-Stepping Brigade from Clinto…",East Coast America,2020-01-14 15:40:34,neutral
Andrew Drescher,"RT @JRKiefer1: Warren thinking her camp can smear Bernie, when Bernie is not just Bernie, he's all of us.

#ITrustBernie #RefundWarren","Pennsylvania, USA",2020-01-14 15:40:34,neutral
Koukla,"RT @ScottPresler: Right now, #RefundWarren is trending because Elizabeth Warren 

confirmed that Bernie Sanders said he didn’t think a woma…",None,2020-01-14 15:40:34,positive
deplorable,"RT @RedNationRising: Warren said she’s willing to ban drilling, mining, new buildings, new houses in the name of ""environmental justice"" 😳…",United States,2020-01-14 15:40:35,positive
🚫 tirənē #VOTERID2020 #TRUMP2020 #WWG1WGA,RT @RealMattCouch: https://t.co/2zgIrUZ7Cy,"Ohio, USA",2020-01-14 15:40:35,neutral
Chris 🇺🇸,Did Scarborough Call Elizabeth Warren a Liar on 'Bernie Said a Woman Can't Win'? https://t.co/DNJfD0bFyO via… https://t.co/lvsQMwnT9I,"Philadelphia PA, USA",2020-01-14 15:40:35,positive
Jill 🇺🇸,RT @realDonaldTrump: Bernie Sander’s volunteers are trashing Elizabeth “Pocahontus” Warren. Everybody knows her campaign is dead and want h…,None,2020-01-14 15:40:35,negative
"Stock News, Financial Releases, Investment Feed",Warren Buffett Should Buy FedEx. It’s Cheap and Elephant-Sized. https://t.co/bWwGuMIEOI,"Hollywood, Los Angeles",2020-01-14 15:40:35,positive
TJC2020,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…",Parts Unknown ,2020-01-14 15:40:36,neutral
Melanie  Starr,RT @AidenWolfe: The only goddamn thing I want to see in tonight’s debate is Bernie &amp; Warren setting aside all pride and defusing the growin…,None,2020-01-14 15:40:36,neutral
Rod Jennings,"RT @rolandsmartin: So @charliekirk11, since you think the @GOP gives a damn about diversity, why are nearly 90% of @realDonaldTrump’s judic…","Benton Harbor, Mi. USA",2020-01-14 15:40:36,positive
Rob Cohen,RT @nathansnewman: Warren also does a nice STFU to New York Times interviewer claiming no one is talking about voter disenfranchisement - a…,None,2020-01-14 15:40:37,positive
Norman Nicholson,"RT @Torchlight_lms: @gaywonk @progressiveer Warren damaged any chance of unity by lying about her ""friend"" Bernie Sanders and trying to div…",None,2020-01-14 15:40:37,neutral
Manzer Hasan,RT @Jloony1: One more time for the people in the back.  #RefundWarren,None,2020-01-14 15:40:38,positive
Miragee,"RT @YegRiverEdm: Has anyone ever been attacked by a biden supporter, or warren, or buttigieg, or a klobuchar to the same extreme Bernie sup…","Southbound, northbound train",2020-01-14 15:40:38,negative
US Politics Polls,RT @USPoliticsPoll: Do you believe Bernie Sanders told Elizabeth Warren that a woman could not beat President Trump?,United States,2020-01-14 15:40:38,neutral
BT,"Glad to see everyone has learned their lesson. 
https://t.co/mrJMlzfJVG",Kentucky,2020-01-14 15:40:39,positive
Stephanie M.,"RT @KatzOnEarth: The most shocking thing, to me, about the Sanders/Warren story is that Donald Trump laundered money from the Islamic Revol…","Charlottesville, VA",2020-01-14 15:40:39,negative
David,"RT @JeffRicksDude: Bernie has been a feminist longer than Warren has been a Democrat. 

Pass it on. 
#RefundWarren #LyinLiz #lyingwarren #I…","Seattle, WA",2020-01-14 15:40:40,neutral
"love, julie 🌈","RT @niktaylorde: 8. Her work as a Republican attorney defending big corporations included:

•Elimunating coalminers pensions
•Avoid toxic c…",sitting on my throne in hell,2020-01-14 15:40:40,neutral
MyrtleSaysImpeachThis🖕,RT @DonaldJTrumpJr: If @ewarren can’t take the heat she should get out of the teepee!,"Jackson, MO USA",2020-01-14 15:40:40,neutral
"David Cole, AIA","RT @RexHuppke: While engaging in Warren/Sanders Supporter Death Match 2020, do keep in mind that a barely sentient tin of potted meat would…",Free Cascadia,2020-01-14 15:40:40,positive
Scarlet🔥 #WitchesForWarren 🗽🌹🆘️🏳️‍🌈,RT @tomwatson: All you Biden supporters happily crapping on Warren because you want a final with Bernie? Your time will come. It's a bad lo…,"Boston, MA",2020-01-14 15:40:41,positive
Lady Enigma 🌹IFBP 🇺🇸👍,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…",WILD WEST 🌵GRAND CANYON STATE,2020-01-14 15:40:41,neutral
God Is Anti Trump🤷🏾‍♂️,"RT @littledeekay: Vince Vaughn talking to Trump doesn’t matter.

 What Bernie said to Warren one time in a private conversation hardly matt…",None,2020-01-14 15:40:42,negative
Joanne🆘🌊🌊,"RT @HKrassenstein: If Bernie is the nominee, I’ll vote for him.  If Warren is the nominee, I’ll vote for her.  

Stop the fighting within t…","Texas, USA",2020-01-14 15:40:42,neutral
Ivan Drago’s Asset,RT @WalkerBragman: Warren’s health care plan is not Medicare-for-all. It’s a public option bill with a promise to push separate M4a legisla…,"Cincinnati, OH",2020-01-14 15:40:42,neutral
Somnambulistic Agentic,"RT @RantsByDesign: We're gonna remember every single person who had Bernie Sanders' back today and every single person who didn't. 

I don'…","hearnow, Sanders2020",2020-01-14 15:40:42,negative
Allan Hugh White,@MariaCh84318140 @ajbarnes713 @darrenmwong @eugenegu @realDonaldTrump Do you have any info/evidence of any sort tha… https://t.co/7x3tPr1642,"Los Angeles, CA",2020-01-14 15:40:43,neutral
Ned Stone,RT @mkolken: Do as I say Democrats https://t.co/m87fEEC4BN,"Stoughton, WI",2020-01-14 15:40:43,neutral
BIG STRUCTURAL CERBERUS,"@GrahamClarkMA Well, AOC endorsed Bernie when her road to Warren 2020 was wide open.

Good start.

Most elected off… https://t.co/N8I7tRoqNZ",Around,2020-01-14 15:40:43,positive
Coupon Padawan 🐼,RT @bern_identity: Tomorrow at #DemDebate Warren's gonna have to look Bernie in the face and lie on national TV that he said a woman couldn…,None,2020-01-14 15:40:43,neutral
book_of_burns,RT @mannyfidel: CNN just published a controversial story about Bernie Sanders and Elizabeth Warren literally a day before their presidentia…,United States,2020-01-14 15:40:43,positive
Hank Lewis LLC,RT @ProudResister: Elizabeth Warren announces the endorsements of over 40 current or former Iowa Republicans and Trump voters who are backi…,"Oregon, USA",2020-01-14 15:40:44,neutral
john schumacher,@RalstonReports Does the fact that Warren was a former professor add to the sting? This one seems very significant.,City of Sin | City of Wind,2020-01-14 15:40:44,positive
Recovering_Democrat,RT @pvtjokerus: Does anyone with an IQ above a plankton believe this?,Tatooine...,2020-01-14 15:40:44,neutral
Neoliberal Death Cult,"RT @Skot69: If they even do breach this during the debate tonight, expect it to be prefaced by something like: ""In the era of the Me Too mo…",Obscure body in the S-K system,2020-01-14 15:40:44,neutral
Vishal Gupta,"RT @Politics_Polls: #National @MorningConsult Poll (1/6-12):
Biden 29%
Sanders 23%
Warren 14%
Bloomberg 8%
Buttigieg 8%
Yang 5%
Steyer 4%
K…","Mount Laurel, NJ",2020-01-14 15:40:44,neutral
US Politics Polls,RT @USPoliticsPoll: Do you believe Bernie Sanders told Elizabeth Warren that a woman could not beat President Trump?,United States,2020-01-14 15:40:44,neutral
🇮🇱 🇺🇸✝️Colleen Hunt✝️🇺🇸🇮🇱,Greg Gutfeld: Sanders and Warren look 'small' compared to 'America's bad boy' Trump https://t.co/VuBHoRV9J3,Ohio,2020-01-14 15:40:45,negative
TJC2020,"RT @catturd2: Ya’ don’t SAY! Lefties who’ve ignored Elizabeth Warren’s lies for YEARS suddenly figure out she’s a liar, #RefundWarren trend…",Parts Unknown ,2020-01-14 15:40:45,neutral
Victory or Death 🇺🇸🇺🇸,"Bernie Sanders, Lizzy Warren, and Joe Biden, what a field the Dems have to choose from.  A crazy old hippy communis… https://t.co/9HWBSD59r6",Fly-over country,2020-01-14 15:40:45,negative
Anna. I trust Bernie. I do not like liars.,@HelloLiberal Trump could well win if we nominate Warren. She has given him plenty of fodder. It is up to us now to… https://t.co/4lgSoVBtvU,Tennessee up on a ridge,2020-01-14 15:40:45,positive
Cindy,"RT @girlsreallyrule: ""Warren did not start this fight, yet she seems to be taking the brunt of the infighting accusations from Democrats fa…",None,2020-01-14 15:40:45,neutral
Kim,"RT @VABVOX: 2016: Hillary is a bad candidate!
2019: Kirsten is a bad candidate!
2019: Kamala is a bad candidate!
2020: Warren is a bad cand…",None,2020-01-14 15:40:46,negative
Jeff Melland,"RT @WalkerBragman: Case-in-point: #RefundWarren and #ITrustBernie are the two most trending hashtags right now. 

Can’t help but feel Warre…",Honolulu,2020-01-14 15:40:46,positive
DAN E. WON 🌹🌺🌻 (A YEAR 2020 RUSSIAN ASSET!🎆),RT @c_townz: #RefundWarren,NEW JERSEY,2020-01-14 15:40:46,neutral
US Politics Polls,RT @USPoliticsPoll: Who do you believe in the Bernie vs. Warren feud over alleged comments made by Sanders about a woman’s ability to beat…,United States,2020-01-14 15:40:46,negative
Jan McGlashen Brown,RT @RadioFreeTom: I have changed my mind and will not support a Democrat unless I get a pony https://t.co/5S6bVMW8lo,"The Heartland, USA",2020-01-14 15:40:47,neutral
Abraham Davenport,"@LeroyBeresford @JordanChariton @ewarren @BernieSanders @CNN His spokesman did say it was a lie.

The MSM is going… https://t.co/UFrGhSKcn8",Earth,2020-01-14 15:40:47,neutral
james_roe,"@NervousCurtains @themidgetmen @ewarren This was started by the Warren campaign, not the media, and the only people… https://t.co/24ufq82tv0",Portland OR,2020-01-14 15:40:47,neutral
Pam Sands,"RT @Squill_whispers: Bernie Sanders and Elizabeth Warren fighting over the Democrat nomination

https://t.co/OcbEIsWn1B",None,2020-01-14 15:40:48,neutral
Uncle Mark,RT @AidenWolfe: The only goddamn thing I want to see in tonight’s debate is Bernie &amp; Warren setting aside all pride and defusing the growin…,Michigan,2020-01-14 15:40:48,neutral
ZombieJinx 🦀 ™®©°,RT @esaagar: Elizabeth Warren tells the NYT “it’s a bad idea” for kids to serve on foreign boards but refuses to actually hit Joe Biden on…,Ohio,2020-01-14 15:40:48,negative
Susan Honstein,"RT @KristenOrthman: In response to a great deal of questions we’ve had today, below is a statement from Elizabeth Warren: https://t.co/PdBC…","Boulder County, CO",2020-01-14 15:40:48,positive
Baby Shasta @ ANE,"RT @gaywonk: Billionaires want Bernie vs Warren.
Big Pharma wants Bernie vs Warren.
Biden wants Bernie vs Warren.
Trump wants Bernie vs War…","Philadelphia, PA",2020-01-14 15:40:48,positive
Tim Miller🏳️‍🌈♐️,"RT @blue_christys: This should be Warren’s answer if asked at the debate. 
#Warren2020 
#VoteBlueNoMatterWho","Butler, MO",2020-01-14 15:40:48,neutral
Shahryar,RT @DavidShuster: More proof @ewarren + campaign are flailing.   The unhinged smear @BernieSanders will likely sink Warren's campaign and c…,"Maryland, USA",2020-01-14 15:40:49,positive
Marshall Walden 🤠,RT @acowboyjew: Dear Desperate lying  Eliabeth Warren i have a idea ? maybe if you told everyone if they vote for you as president you will…,Texas U.S.A,2020-01-14 15:40:49,negative
YE$H 🏁,RT @Miny_K: Unpopular opinion : Rachel Dolezal did not deserve to get dragged the way she did and she was actually bettering the community…,4th Ward,2020-01-14 15:40:49,neutral
#IStandWithIlhan 🌹🆘,"RT @PoemsAndBowTies: @Amy_Siskind @ewarren Warren just launched two smears in a couple days, the first of which was already debunked. I don…",None,2020-01-14 15:40:50,positive
Baby Shasta @ ANE,"RT @LouisatheLast: My personal take on both the campaign script and the sexist comment blowup, as a Warren supporter with Sanders as my sec…","Philadelphia, PA",2020-01-14 15:40:50,neutral
Melonia S.,"RT @TheStagmania: Biden, Buttigieg and Sanders supporters have been going after Warren for months. It has not been subtle. She has been exp…",Coastal America,2020-01-14 15:40:50,negative
You/Me2020,RT @lhfang: ‘This was a completely private dinner long ago that I won’t comment on at all except for this one extremely scurrilous accusati…,"Georgia, USA",2020-01-14 15:40:50,negative
Stephanie,"RT @charliekirk11: In 2016, when 6 Republicans were left 50% were minorities:

Trump
Cruz
Rubio
Carson
Kasich
&amp; Jeb!

Today, 6 Democrats ar…","Texas, USA",2020-01-14 15:40:51,neutral
mary jones,"RT @MrJones_tm: Cory Booker on Sanders and Warren: ""Nobody should be attacking their character"" 😂

Ok...🤔

Pocahontas is a lifelong fraud &amp;…","Webb City, MO",2020-01-14 15:40:51,negative
lesley hafalia💙☂️🐐🐝,"RT @gang4610: A majority of Biden (58%), Bernie (56%) and Warren (70%!) supporters say they might change their choice according to today’s…",None,2020-01-14 15:40:51,neutral
Pistol Van Buren 👀,"RT @ComradeStars: Lol even the B team over at MSNBC is saying they don’t believe Warren. This is a total backfire for her, she really messe…",Stolen Land,2020-01-14 15:40:51,positive
"love, julie 🌈","RT @niktaylorde: 11. Voted to confirm Ben Carson's bid and defended her vote

source:
https://t.co/AcSxoLgCaO",sitting on my throne in hell,2020-01-14 15:40:52,neutral
Rising From the Ashes,RT @AidenWolfe: The only goddamn thing I want to see in tonight’s debate is Bernie &amp; Warren setting aside all pride and defusing the growin…,god help me usa,2020-01-14 15:40:53,neutral
Tutsi 🌹,"RT @SharnaAisha: Elizabeth Warren is known for being a liar and exploiting the press to further her career. #RefundWarren
https://t.co/LpGY…",East LA,2020-01-14 15:40:53,neutral
JoAnna Umlauf,"RT @girlsreallyrule: ""Warren did not start this fight, yet she seems to be taking the brunt of the infighting accusations from Democrats fa…","H2O-Ville, OH",2020-01-14 15:40:53,neutral
Courtney Jo,"RT @ErikLoomis: There are many disturbing things in this absurd Bernie-Warren ""fight."" One of them is that people are attacking the other l…","Massachusetts, USA",2020-01-14 15:40:53,negative
Aimee DeMaio,"RT @yesthatCarlo: Just to be extremely clear....Elizabeth Warren and her campaign lied. 

#RefundWarren https://t.co/WDZRlUJf9U",None,2020-01-14 15:40:54,negative
"Hilarious, laugh",RT @nsouthern95: Report: Bernie Sanders Told Warren that a Woman Can‘t Win in 2020 https://t.co/tr8xqj4XpX via @BreitbartNews,"Orlando, Fl",2020-01-14 15:40:54,positive
Keyser Soza,"RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…",None,2020-01-14 15:40:55,neutral
Kyle Borland (He/They) 🌈🙏🌳,"RT @nick_w_estes: Elizabeth Warren spent most of her adult life falsely claiming to be someone she’s not — specifically, Cherokee. JS.",San Francisco,2020-01-14 15:40:55,positive
CARLY-TRUMP2020..IFB ALL PATRIOTS,"RT @catturd2: Ya’ don’t SAY! Lefties who’ve ignored Elizabeth Warren’s lies for YEARS suddenly figure out she’s a liar, #RefundWarren trend…",WI,2020-01-14 15:40:55,neutral
Tim⭐️⭐️⭐️,"RT @ScottPresler: Right now, #RefundWarren is trending because Elizabeth Warren 

confirmed that Bernie Sanders said he didn’t think a woma…",United States,2020-01-14 15:40:56,positive
Bart_Appleton,"RT @MrJones_tm: Cory Booker on Sanders and Warren: ""Nobody should be attacking their character"" 😂

Ok...🤔

Pocahontas is a lifelong fraud &amp;…","Lakewood, WA",2020-01-14 15:40:56,negative
DAN E. WON 🌹🌺🌻 (A YEAR 2020 RUSSIAN ASSET!🎆),RT @RealKaylaJames: Warren's internal polling must be tragic.  Her political instincts are Kamala Harris like. Why accuse someone of someth…,NEW JERSEY,2020-01-14 15:40:56,negative
Melissa    proud❄️,RT @RadioFreeTom: I have changed my mind and will not support a Democrat unless I get a pony,None,2020-01-14 15:40:56,neutral
katelovingshenk 🕊🐾🐘 #WeAreTheSquad,"RT @ZaidJilani: Bernie Sanders lobbied Warren to run in 2016. This is widely known and reported on. It's in his book, reported by GQ, USA T…",East Coast America,2020-01-14 15:40:56,negative
Angela,RT @DonaldJTrumpJr: The likelihood of this not being exactly accurate is 1/1024,"Pennsylvania, USA",2020-01-14 15:40:56,positive
⚔️💚Barb💚⚔️,RT @QuareFellas: #ITrustBernie &amp; his supporters to be divisive AF. I will vote for the old bastard if need be but this is BS! Here we go ag…,None,2020-01-14 15:40:56,positive
MartySchafter,"RT @charliekirk11: In 2016, when 6 Republicans were left 50% were minorities:

Trump
Cruz
Rubio
Carson
Kasich
&amp; Jeb!

Today, 6 Democrats ar…","Bonnyville, Alberta, Canada ",2020-01-14 15:40:56,neutral
Bros4America,RT @ZerlinaMaxwell: Bernie Sanders said Hillary was unqualified to be president,United States,2020-01-14 15:40:56,neutral
"Nial Elkim, +4 Billionaire's Bane 🔥 Vorpal Sword","RT @TheRealWebstir: Great explainer from naked capitalism on the attempted hit job @ewarren campaign just put out on Bernie:

https://t.co/…","California, USA",2020-01-14 15:40:57,positive
"Marj ""Where 's My Ukrainian Check?!"" Oszman 🇺🇸🌎","RT @catturd2: Breaking ...

After only 2,823,734 lies, spanning 4 decades, liberals have finally figured out that Elizabeth Warren is a lia…","Charlotte, NC",2020-01-14 15:40:57,neutral
Manzer Hasan,RT @blakeleymusic: @HCTrudo @BernieSanders @ewarren That’s true. Warren’s plan is essentially a public option. It’s not #MedicareForAll. Yo…,None,2020-01-14 15:40:58,positive
hollis❄️/ #freechelseamanning,"RT @carterforva: Anatomy of a hit job:

The author admits the sources weren't in the room
Out of the piece's subjects, one denies that it h…", how to turn off sumall help,2020-01-14 15:40:58,neutral
⚖ Matt #Kamala2024/2028 🥀,"RT @Bakari_Sellers: First, this is a helluva leak. Second, I definitely believe it.",None,2020-01-14 15:40:59,positive
Linc 182,"RT @bailey_koch: Hey, I need all of us Bernie and Warren supporters to get our shit together today.","LynLake, MPLS",2020-01-14 15:40:59,negative
MH,"RT @Politics_Polls: Super Tuesday States @MorningConsult Poll (1/6-12):
Biden 28%
Sanders 23%
Warren 15%
Bloomberg 9%
Buttigieg 7%
Yang 5%…",None,2020-01-14 15:40:59,positive
Mary McLane,"RT @ProudResister: Tonight proved why Elizabeth Warren is a better candidate than Bernie Sanders. Politics is about addition, not subtracti…",NM,2020-01-14 15:40:59,positive
Karen O,@HowardA_Esq You sound like Trump when you call Warren supporters “Warren Wackos” and Bernie supporters “Bernie Babies.”,None,2020-01-14 15:40:59,positive
Belinda McBride 🌊,"RT @littledeekay: Vince Vaughn talking to Trump doesn’t matter.

 What Bernie said to Warren one time in a private conversation hardly matt…",Northern California,2020-01-14 15:40:59,negative
indeadline,RT @dylanlscott: the irony of a private meeting between Sanders and Warren to make a non-aggression pact turning into yesterday's news cycl…,None,2020-01-14 15:41:00,neutral
"love, julie 🌈","RT @niktaylorde: 12. In 2012 she claimed that gender reassignment surgery for inmates was ""not a good use of taxpayer money""

source:
https…",sitting on my throne in hell,2020-01-14 15:41:00,negative
AM_ProHuman,RT @GarbageApe: lol warren fucked this up so bad https://t.co/XBDrD74oxT,None,2020-01-14 15:41:00,negative
🌈🏳️‍🌈Harmonee Us🏳️‍🌈🏳️‍🌈#PrideMonth,"RT @leeladaou: Sexism is erasing the diverse women in #Bernie's movement by dismissing them as ""bros.""

Sexism is NOT taking offense when h…",Earth,2020-01-14 15:41:01,neutral
Chris Tsakalakis,RT @JohnJHarwood: new Quinnipiac national poll on 2020 general election shows every prospective Democratic nominee… https://t.co/nFmAKO4k5C,San Francisco,2020-01-14 15:41:01,positive
Diane Askwyth,"RT @MSNBC: .@VaughnHillyard asked Sen. Sanders about leaked talking points tied to his strategy against Sen. Warren's campaign: "" He was cl…",Las Vegas,2020-01-14 15:41:01,neutral
🇺🇸🇺🇸STOP YOUR WHINING🇺🇸🇺🇸,"The only way this buffoon could get elected is by promising everyone some ""free stuff""!  Don't fall for this BS!

W… https://t.co/PFpA2nfLCG","Phoenix, AZ....formerly NJ",2020-01-14 15:41:01,positive
QuorumCall 🇺🇸😷🇭🇰,Warren: Sanders didn't think a woman could win White House https://t.co/BTlxoW5US2 @SenSanders,USA,2020-01-14 15:41:02,positive
mdfazende,"RT @HKrassenstein: If Bernie is the nominee, I’ll vote for him.  If Warren is the nominee, I’ll vote for her.  

Stop the fighting within t…","Chicago, IL",2020-01-14 15:41:02,neutral
Susan Jordan,"RT @TomKludt: Gotta say, it's really weird to see so many Warren people (and Warren herself!) try to carry on as if she didn't just enginee…","Devizes, England",2020-01-14 15:41:02,positive
